experiment,dataset,state,metric,direction,model,n,mean,std,sk_group
hmda_race,hmda,OH,auc,higher,reweight,10,0.8500421472728521,0.0021309248314026487,5
hmda_race,hmda,OH,auc,higher,repair_full,10,0.8483731760739549,0.002681482098137144,6
hmda_race,hmda,OH,auc,higher,wrong_spec,10,0.8420045415828333,0.0033883607995755863,7
hmda_race,hmda,OH,auc,higher,fairsmote,10,0.8413157051861245,0.0030542210811951107,7
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,repair_main0,10,0.11071710586547852,0.03338130338760753,1
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,repair_full,10,0.08795448690652848,0.03391097026261919,1
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,repair_main05,10,0.09877250492572784,0.03919010362462775,1
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,proxy_effect,10,0.1485665075480938,0.04067540637758038,2
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,proxy_exhaustive,10,0.15562216117978095,0.034392713818489774,2
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,blind,10,0.5010632872581482,0.11204972900731092,3
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,adv,10,0.48382810652256014,0.17827864988923658,3
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,no_interaction,10,0.45317565500736234,0.06426780774452841,3
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,erm,10,0.5708636105060577,0.1109983328709189,4
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,reweight,10,0.606808266043663,0.13760789812227125,4
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,score_only,10,0.5407567262649536,0.10551085613106696,4
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,wrong_spec,10,1.114691835641861,0.24769912618933573,5
hmda_race,hmda,OH,boundary_proxy_effect_gap_max,lower,fairsmote,10,1.007733565568924,0.12573220033204585,5
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,repair_full,10,0.0364143792539835,0.00846245193287812,1
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,repair_main0,10,0.04848599676042795,0.012552757087705917,2
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,repair_main05,10,0.044782541878521445,0.012635603238123658,2
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,proxy_effect,10,0.07907245680689812,0.01728143092974582,3
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,proxy_exhaustive,10,0.07903104834258556,0.016389169960860695,3
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,blind,10,0.2318702295422554,0.05765140966527493,4
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,adv,10,0.2158914402127266,0.06251957467769671,4
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,score_only,10,0.23600685447454453,0.03694749569357735,4
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,no_interaction,10,0.20286621004343033,0.019396247948275925,4
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,erm,10,0.2666804984211922,0.046069092274514674,5
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,reweight,10,0.25243185758590697,0.05236746588991599,5
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,fairsmote,10,0.4649903059005737,0.09069939322650983,6
hmda_race,hmda,OH,boundary_proxy_effect_gap_mean,lower,wrong_spec,10,0.6871530055999756,0.1191593897274327,7
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,erm,10,0.04550247248262167,0.029961903720577412,1
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,score_only,10,0.04719385947100818,0.02443347263937836,1
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,repair_full,10,0.04950129985809326,0.030192870516326898,1
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,fairsmote,10,0.03575218478217721,0.022378841507122875,1
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,blind,10,0.06668818402104079,0.027510011169798298,2
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,reweight,10,0.05674579283222556,0.03053273869924974,2
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,adv,10,0.052278263680636886,0.028969003273485953,2
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,proxy_effect,10,0.055063226260244846,0.022945658144546077,2
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,proxy_exhaustive,10,0.05138330794870853,0.04132484986920888,2
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,repair_main0,10,0.056177807971835136,0.028953994626989735,2
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,repair_main05,10,0.05274166166782379,0.0318821115473821,2
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,no_interaction,10,0.061774498969316485,0.017097629185782767,2
hmda_race,hmda,OH,boundary_proxy_score_gap_cond_mean,lower,wrong_spec,10,0.17713652178645134,0.06960111284725186,3
hmda_race,hmda,OH,cf_abs_prob_mean,lower,repair_main05,10,0.0007113620435120538,0.00042098816008116985,1
hmda_race,hmda,OH,cf_abs_prob_mean,lower,proxy_exhaustive,10,0.003016911167651415,0.001591930583631643,2
hmda_race,hmda,OH,cf_abs_prob_mean,lower,repair_main0,10,0.0033783294260501862,0.0023931948125955095,2
hmda_race,hmda,OH,cf_abs_prob_mean,lower,repair_full,10,0.009105239110067487,0.001183075947400773,3
hmda_race,hmda,OH,cf_abs_prob_mean,lower,no_interaction,10,0.01849245298653841,0.0022194486443339865,4
hmda_race,hmda,OH,cf_abs_prob_mean,lower,score_only,10,0.020420987531542777,0.0019029510807581716,5
hmda_race,hmda,OH,cf_abs_prob_mean,lower,proxy_effect,10,0.023379810713231565,0.002627574101071176,6
hmda_race,hmda,OH,cf_abs_prob_mean,lower,reweight,10,0.04587067179381847,0.013098531866812329,7
hmda_race,hmda,OH,cf_abs_prob_mean,lower,adv,10,0.04656514376401901,0.0054427477994984765,7
hmda_race,hmda,OH,cf_abs_prob_mean,lower,erm,10,0.06788214854896069,0.00806323976375397,8
hmda_race,hmda,OH,cf_abs_prob_mean,lower,wrong_spec,10,0.1058610089123249,0.026035350193150578,9
hmda_race,hmda,OH,cf_abs_prob_mean,lower,fairsmote,10,0.08705824539065361,0.016420518282469824,9
hmda_race,hmda,OH,cf_flip_rate,lower,repair_main05,10,0.00045166015625,0.0002444794740527311,1
hmda_race,hmda,OH,cf_flip_rate,lower,proxy_exhaustive,10,0.00181884765625,0.0008024311384984559,2
hmda_race,hmda,OH,cf_flip_rate,lower,repair_main0,10,0.00135498046875,0.0010772508157737982,2
hmda_race,hmda,OH,cf_flip_rate,lower,repair_full,10,0.00341796875,0.0012368720828101127,3
hmda_race,hmda,OH,cf_flip_rate,lower,score_only,10,0.01134033203125,0.0018009221299294972,4
hmda_race,hmda,OH,cf_flip_rate,lower,no_interaction,10,0.01072998046875,0.0026297583368181756,4
hmda_race,hmda,OH,cf_flip_rate,lower,proxy_effect,10,0.0130615234375,0.0021942494730977802,5
hmda_race,hmda,OH,cf_flip_rate,lower,erm,10,0.03802490234375,0.006306375455369815,6
hmda_race,hmda,OH,cf_flip_rate,lower,adv,10,0.03309326171875,0.006213593411609869,6
hmda_race,hmda,OH,cf_flip_rate,lower,reweight,10,0.048486328125,0.01090263987546452,7
hmda_race,hmda,OH,cf_flip_rate,lower,wrong_spec,10,0.10059814453125,0.034213407322935416,8
hmda_race,hmda,OH,cf_flip_rate,lower,fairsmote,10,0.10162353515625,0.016937668254058822,8
hmda_race,hmda,OH,dp_gap,lower,repair_full,10,0.05266382694244385,0.003975434166332945,1
hmda_race,hmda,OH,dp_gap,lower,repair_main05,10,0.05625351071357727,0.003273829203950816,2
hmda_race,hmda,OH,dp_gap,lower,no_interaction,10,0.05546834468841553,0.0055657244853951175,2
hmda_race,hmda,OH,dp_gap,lower,repair_main0,10,0.06006722450256348,0.006003063255140319,3
hmda_race,hmda,OH,dp_gap,lower,fairsmote,10,0.06604583263397217,0.03028620972633013,3
hmda_race,hmda,OH,dp_gap,lower,reweight,10,0.09239981174468995,0.01933232431375356,4
hmda_race,hmda,OH,dp_gap,lower,score_only,10,0.08570315837860107,0.013124899168381903,4
hmda_race,hmda,OH,dp_gap,lower,proxy_effect,10,0.08448015451431275,0.016363437296659258,4
hmda_race,hmda,OH,dp_gap,lower,proxy_exhaustive,10,0.09001823663711547,0.008250434390829307,4
hmda_race,hmda,OH,dp_gap,lower,blind,10,0.11329895853996277,0.010891925133695636,5
hmda_race,hmda,OH,dp_gap,lower,erm,10,0.14006708860397338,0.01245778227528315,6
hmda_race,hmda,OH,dp_gap,lower,adv,10,0.13316879272460938,0.01203273375737233,6
hmda_race,hmda,OH,dp_gap,lower,wrong_spec,10,0.20168924927711487,0.0998526693463532,7
hmda_race,hmda,OH,eod_gap,lower,repair_main0,10,0.0019518838415517048,0.001400257275145786,1
hmda_race,hmda,OH,eod_gap,lower,repair_full,10,0.002163216399873202,0.0014629115087255212,1
hmda_race,hmda,OH,eod_gap,lower,repair_main05,10,0.0015699823357686383,0.0011429690930166718,1
hmda_race,hmda,OH,eod_gap,lower,no_interaction,10,0.0031398960459297466,0.0031252735601648976,1
hmda_race,hmda,OH,eod_gap,lower,reweight,10,0.015244252262243152,0.011317237572281506,2
hmda_race,hmda,OH,eod_gap,lower,score_only,10,0.01066939476331714,0.006228204727415936,2
hmda_race,hmda,OH,eod_gap,lower,proxy_effect,10,0.010059313112569324,0.011090129970181033,2
hmda_race,hmda,OH,eod_gap,lower,proxy_exhaustive,10,0.012105419913229786,0.0068093176432028005,2
hmda_race,hmda,OH,eod_gap,lower,blind,10,0.027548995252480512,0.007703672357144948,3
hmda_race,hmda,OH,eod_gap,lower,fairsmote,10,0.025498530725743252,0.02079472152303547,3
hmda_race,hmda,OH,eod_gap,lower,erm,10,0.04486447128773206,0.009637591399090333,4
hmda_race,hmda,OH,eod_gap,lower,adv,10,0.04001418491307194,0.010274562581915371,4
hmda_race,hmda,OH,eod_gap,lower,wrong_spec,10,0.11728562389598554,0.07187432047612793,5
hmda_race,hmda,OH,eodds_max_gap,lower,repair_full,10,0.005537958660294706,0.00541548673443102,1
hmda_race,hmda,OH,eodds_max_gap,lower,repair_main05,10,0.008174239292085838,0.005655984375577985,1
hmda_race,hmda,OH,eodds_max_gap,lower,repair_main0,10,0.012982428699114335,0.007693990898023497,2
hmda_race,hmda,OH,eodds_max_gap,lower,no_interaction,10,0.010023849859584622,0.006972822153949026,2
hmda_race,hmda,OH,eodds_max_gap,lower,reweight,10,0.029203393954095054,0.01666862373254785,3
hmda_race,hmda,OH,eodds_max_gap,lower,fairsmote,10,0.030200391103604774,0.021920093331913408,3
hmda_race,hmda,OH,eodds_max_gap,lower,score_only,10,0.04813549226870791,0.02224466071183059,4
hmda_race,hmda,OH,eodds_max_gap,lower,proxy_effect,10,0.0463148182626233,0.024091728031532686,4
hmda_race,hmda,OH,eodds_max_gap,lower,proxy_exhaustive,10,0.0478761477208093,0.013505721643028712,4
hmda_race,hmda,OH,eodds_max_gap,lower,blind,10,0.08494196392297068,0.01837193144302441,5
hmda_race,hmda,OH,eodds_max_gap,lower,erm,10,0.13333105143414317,0.023617242555849377,6
hmda_race,hmda,OH,eodds_max_gap,lower,adv,10,0.12005458275778012,0.02073566715190248,6
hmda_race,hmda,OH,eodds_max_gap,lower,wrong_spec,10,0.31266086373608515,0.052453078596202324,7
hmda_race,hmda,OH,fpr_gap,lower,repair_full,10,0.004972921914357664,0.005839418590265442,1
hmda_race,hmda,OH,fpr_gap,lower,repair_main05,10,0.008020983992849562,0.0058657185449983,1
hmda_race,hmda,OH,fpr_gap,lower,no_interaction,10,0.009271451206630376,0.007545665626988419,1
hmda_race,hmda,OH,fpr_gap,lower,repair_main0,10,0.012982428699114335,0.007693990898023497,2
hmda_race,hmda,OH,fpr_gap,lower,reweight,10,0.027535284797269854,0.01820352749841882,3
hmda_race,hmda,OH,fpr_gap,lower,fairsmote,10,0.026139107824815138,0.0214424619705765,3
hmda_race,hmda,OH,fpr_gap,lower,score_only,10,0.0480149102136995,0.022501529109240602,4
hmda_race,hmda,OH,fpr_gap,lower,proxy_effect,10,0.04616758755179979,0.024380059093251208,4
hmda_race,hmda,OH,fpr_gap,lower,proxy_exhaustive,10,0.0478761477208093,0.013505721643028712,4
hmda_race,hmda,OH,fpr_gap,lower,blind,10,0.08494196392297068,0.01837193144302441,5
hmda_race,hmda,OH,fpr_gap,lower,erm,10,0.13333105143414317,0.023617242555849377,6
hmda_race,hmda,OH,fpr_gap,lower,adv,10,0.12005458275778012,0.02073566715190248,6
hmda_race,hmda,OH,fpr_gap,lower,wrong_spec,10,0.31266086373608515,0.052453078596202324,7
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,repair_full,10,0.1124061517417431,0.031566796479351546,1
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,repair_main0,10,0.1737844690680504,0.02660946750153242,2
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,repair_main05,10,0.17482301592826843,0.036970744927266735,2
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,proxy_effect,10,0.3146671041846275,0.10660247782486479,3
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,proxy_exhaustive,10,0.3086923822760582,0.0999274547290704,3
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,score_only,10,0.4009248077869415,0.11907961038117622,4
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,wrong_spec,10,0.4174226477742195,0.10811146338848274,4
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,no_interaction,10,0.4001310870051384,0.11461717098673076,4
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,reweight,10,0.5662204593420028,0.19814614245294215,5
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,erm,10,0.6700104027986526,0.17629894506337096,6
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,blind,10,0.7279019147157669,0.1858010813228526,6
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,adv,10,0.7183512508869171,0.13492967106777715,6
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_max,lower,fairsmote,10,0.9789885580539703,0.4358694972251192,7
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,repair_full,10,0.02752659060060978,0.006906315048019847,1
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,repair_main0,10,0.04507717080414295,0.007693682473644471,2
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,repair_main05,10,0.04199192952364683,0.005680954459767021,2
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,proxy_effect,10,0.08391972295939923,0.01667787714374636,3
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,proxy_exhaustive,10,0.08240947239100933,0.019433777079950622,3
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,no_interaction,10,0.08214537948369979,0.009507661448260905,3
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,score_only,10,0.0936707504093647,0.01845632176437692,4
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,erm,10,0.15703095197677613,0.017532639820655792,5
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,reweight,10,0.14990996196866035,0.04281645676862595,5
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,wrong_spec,10,0.12990405037999153,0.04123772302707488,5
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,blind,10,0.16855130568146706,0.02923365372963533,6
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,adv,10,0.18792660385370255,0.050173961865180944,6
hmda_race,hmda,OH,higher_order_boundary_proxy_gap_scope_mean,lower,fairsmote,10,0.30044792145490645,0.12873145430635685,7
hmda_race,hmda,OH,main_abs_logit_mean,lower,repair_main05,10,0.006196754542179406,0.0039368552343415535,1
hmda_race,hmda,OH,main_abs_logit_mean,lower,proxy_exhaustive,10,0.030904371943324804,0.01696378415683488,2
hmda_race,hmda,OH,main_abs_logit_mean,lower,repair_main0,10,0.032841586787253615,0.022010541765246878,2
hmda_race,hmda,OH,main_abs_logit_mean,lower,repair_full,10,0.07346128784120083,0.008967932958251847,3
hmda_race,hmda,OH,main_abs_logit_mean,lower,no_interaction,10,0.17749156355857848,0.020747249228021424,4
hmda_race,hmda,OH,main_abs_logit_mean,lower,score_only,10,0.22343166470527648,0.026001915260048237,5
hmda_race,hmda,OH,main_abs_logit_mean,lower,reweight,10,0.3048061802983284,0.12030545325427747,6
hmda_race,hmda,OH,main_abs_logit_mean,lower,proxy_effect,10,0.2628122478723526,0.026776327893487897,6
hmda_race,hmda,OH,main_abs_logit_mean,lower,adv,10,0.4337132960557938,0.04692190540288918,7
hmda_race,hmda,OH,main_abs_logit_mean,lower,erm,10,0.6825317323207856,0.06880387373662462,8
hmda_race,hmda,OH,main_abs_logit_mean,lower,fairsmote,10,0.6243112683296204,0.17639435521339436,8
hmda_race,hmda,OH,main_abs_logit_mean,lower,wrong_spec,10,0.9166000604629516,0.2717000611778262,9
hmda_race,hmda,OH,pair_abs_max,lower,repair_main05,10,0.036902081966400144,0.015411024496655181,1
hmda_race,hmda,OH,pair_abs_max,lower,proxy_exhaustive,10,0.056971457600593564,0.010925883944256781,2
hmda_race,hmda,OH,pair_abs_max,lower,repair_main0,10,0.0522314578294754,0.01313721001121812,2
hmda_race,hmda,OH,pair_abs_max,lower,repair_full,10,0.06446784473955632,0.012751810048818563,3
hmda_race,hmda,OH,pair_abs_max,lower,score_only,10,1.3119528114795684,0.32009411937171606,4
hmda_race,hmda,OH,pair_abs_max,lower,proxy_effect,10,1.2750829458236694,0.3157222791499556,4
hmda_race,hmda,OH,pair_abs_max,lower,no_interaction,10,1.2095005810260773,0.338038681022192,4
hmda_race,hmda,OH,pair_abs_max,lower,erm,10,2.275725245475769,0.3848797879258654,5
hmda_race,hmda,OH,pair_abs_max,lower,reweight,10,1.8276760578155518,0.9434814243720558,5
hmda_race,hmda,OH,pair_abs_max,lower,adv,10,2.566286015510559,0.4914200453055015,5
hmda_race,hmda,OH,pair_abs_max,lower,wrong_spec,10,2.4310364723205566,0.8802573903778631,5
hmda_race,hmda,OH,pair_abs_max,lower,fairsmote,10,3.8757856369018553,1.3652260583990896,6
hmda_race,hmda,OH,pair_abs_mean,lower,repair_main05,10,0.003572335571516305,0.0014268073420877865,1
hmda_race,hmda,OH,pair_abs_mean,lower,proxy_exhaustive,10,0.005644910456612706,0.0014517709729475632,2
hmda_race,hmda,OH,pair_abs_mean,lower,repair_main0,10,0.00492782958317548,0.0015850477512811638,2
hmda_race,hmda,OH,pair_abs_mean,lower,repair_full,10,0.006480881199240685,0.0010019125351050523,3
hmda_race,hmda,OH,pair_abs_mean,lower,no_interaction,10,0.13423266410827636,0.02089186863289882,4
hmda_race,hmda,OH,pair_abs_mean,lower,score_only,10,0.15391364321112633,0.029967367652113247,5
hmda_race,hmda,OH,pair_abs_mean,lower,proxy_effect,10,0.16174477636814116,0.022553204236500264,5
hmda_race,hmda,OH,pair_abs_mean,lower,erm,10,0.28374853134155276,0.04173759108366767,6
hmda_race,hmda,OH,pair_abs_mean,lower,reweight,10,0.23575539290904998,0.0990947155241686,6
hmda_race,hmda,OH,pair_abs_mean,lower,adv,10,0.27973461896181107,0.04129175575017359,6
hmda_race,hmda,OH,pair_abs_mean,lower,fairsmote,10,0.5899450421333313,0.19110607227739762,7
hmda_race,hmda,OH,pair_abs_mean,lower,wrong_spec,10,0.7648732304573059,0.15939467401204596,8
hmda_race,hmda,OH,pair_abs_q95,lower,repair_main0,10,0.014789374992251391,0.005090417539808229,1
hmda_race,hmda,OH,pair_abs_q95,lower,repair_main05,10,0.011537922620773314,0.006010559201056065,1
hmda_race,hmda,OH,pair_abs_q95,lower,proxy_exhaustive,10,0.017911629267036912,0.006080741731490276,2
hmda_race,hmda,OH,pair_abs_q95,lower,repair_full,10,0.017461033202707765,0.0025061928559279548,2
hmda_race,hmda,OH,pair_abs_q95,lower,score_only,10,0.46658111110329614,0.10455791282808614,3
hmda_race,hmda,OH,pair_abs_q95,lower,proxy_effect,10,0.47548495739698404,0.0611975667663227,3
hmda_race,hmda,OH,pair_abs_q95,lower,no_interaction,10,0.4172804160416126,0.0806644708963302,3
hmda_race,hmda,OH,pair_abs_q95,lower,erm,10,0.8082862412929533,0.12785299369920486,4
hmda_race,hmda,OH,pair_abs_q95,lower,reweight,10,0.6675585678219794,0.28375557297798853,4
hmda_race,hmda,OH,pair_abs_q95,lower,adv,10,0.7968486413359641,0.13104890021672067,4
hmda_race,hmda,OH,pair_abs_q95,lower,wrong_spec,10,1.3203738725185392,0.36750464058476895,5
hmda_race,hmda,OH,pair_abs_q95,lower,fairsmote,10,1.6235522556304929,0.4689251113835639,5
hmda_race,hmda,OH,proxy_effect_gap_max,lower,repair_full,10,0.0300615381449461,0.014591115579808111,1
hmda_race,hmda,OH,proxy_effect_gap_max,lower,repair_main0,10,0.05519639179110527,0.01896010728457344,2
hmda_race,hmda,OH,proxy_effect_gap_max,lower,repair_main05,10,0.05564641170203686,0.017488340940613717,2
hmda_race,hmda,OH,proxy_effect_gap_max,lower,proxy_effect,10,0.084368497133255,0.02682336305276019,3
hmda_race,hmda,OH,proxy_effect_gap_max,lower,proxy_exhaustive,10,0.06804805397987365,0.027673172832052263,3
hmda_race,hmda,OH,proxy_effect_gap_max,lower,blind,10,0.5404549241065979,0.12387098339529092,4
hmda_race,hmda,OH,proxy_effect_gap_max,lower,no_interaction,10,0.6069285541772842,0.06979175134334085,4
hmda_race,hmda,OH,proxy_effect_gap_max,lower,reweight,10,0.6400799632072449,0.12978391241569262,5
hmda_race,hmda,OH,proxy_effect_gap_max,lower,adv,10,0.6407001405954361,0.10190337883935627,5
hmda_race,hmda,OH,proxy_effect_gap_max,lower,score_only,10,0.6696007192134857,0.09831368973352542,5
hmda_race,hmda,OH,proxy_effect_gap_max,lower,erm,10,0.7283956706523895,0.1021691136230407,6
hmda_race,hmda,OH,proxy_effect_gap_max,lower,wrong_spec,10,1.1008453667163849,0.29314722129053633,7
hmda_race,hmda,OH,proxy_effect_gap_max,lower,fairsmote,10,1.0509192943572998,0.12947204224140837,7
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,repair_full,10,0.015693407459184527,0.005655376221758935,1
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,repair_main0,10,0.02346693053841591,0.007697809455124453,2
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,repair_main05,10,0.021429912373423576,0.005304025035005789,2
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,proxy_effect,10,0.03374235965311527,0.006861056109702526,3
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,proxy_exhaustive,10,0.031585193052887914,0.0072902992912066466,3
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,no_interaction,10,0.22727347016334534,0.01940986174181023,4
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,blind,10,0.2542024880647659,0.0394622046805158,5
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,reweight,10,0.24982634037733079,0.04763666881247764,5
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,score_only,10,0.24581367671489715,0.03263507078121806,5
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,adv,10,0.2864168852567673,0.03956957534663669,6
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,erm,10,0.32039931118488313,0.03255195583054375,7
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,fairsmote,10,0.4834354430437088,0.05914081193751559,8
hmda_race,hmda,OH,proxy_effect_gap_mean,lower,wrong_spec,10,0.6711097896099091,0.12592435236078484,9
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,reweight,10,0.1489651918411255,0.11095297610205519,1
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,score_only,10,0.11680835541337728,0.054458057011064306,1
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,proxy_effect,10,0.10532032288610935,0.058935167925765516,1
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,proxy_exhaustive,10,0.10114014856517314,0.04325532117518405,1
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,repair_main0,10,0.09758646981790661,0.04213436156729487,1
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,repair_full,10,0.06756655797362328,0.035930596354085555,1
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,repair_main05,10,0.09081031130626797,0.04756763239267158,1
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,no_interaction,10,0.09727203608490527,0.04376510016837241,1
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,fairsmote,10,0.25417653620243075,0.13579156261146808,2
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,blind,10,0.41818425953388216,0.14050111219155437,3
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,adv,10,0.5471238747239113,0.10396668033323073,4
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,erm,10,0.7807043462991714,0.14005648888441624,5
hmda_race,hmda,OH,proxy_score_gap_cond_mean,lower,wrong_spec,10,1.0856935799121856,0.2946347081472191,6
hmda_race,hmda,PA,accuracy,higher,erm,10,0.8608706649429487,0.0011625422635031814,1
hmda_race,hmda,PA,accuracy,higher,blind,10,0.860714687201394,0.0008891356065956936,1
hmda_race,hmda,PA,accuracy,higher,adv,10,0.8602298915181834,0.002131625761137234,1
hmda_race,hmda,PA,accuracy,higher,score_only,10,0.8581389466584228,0.0023274725514929977,2
hmda_race,hmda,PA,accuracy,higher,repair_main0,10,0.8571960541847001,0.0016747863737351719,2
hmda_race,hmda,PA,accuracy,higher,repair_main05,10,0.8545753470856051,0.0020006836640469802,3
hmda_race,hmda,PA,accuracy,higher,no_interaction,10,0.855625035130122,0.0024526723066389173,3
hmda_race,hmda,PA,accuracy,higher,wrong_spec,10,0.8511916137372829,0.0018644126439989913,4
hmda_race,hmda,PA,accuracy,higher,reweight,10,0.82001995390928,0.003708448114876052,5
hmda_race,hmda,PA,accuracy,higher,fairsmote,10,0.7987367208138947,0.0220314626175626,6
hmda_race,hmda,PA,aod_gap,lower,repair_main05,10,0.006993389376657938,0.006246105847614347,1
hmda_race,hmda,PA,aod_gap,lower,no_interaction,10,0.008695106543211633,0.004788803121013828,1
hmda_race,hmda,PA,aod_gap,lower,reweight,10,0.017308903430795115,0.012938824363687363,2
hmda_race,hmda,PA,aod_gap,lower,repair_main0,10,0.013174935172857987,0.007084912046714966,2
hmda_race,hmda,PA,aod_gap,lower,fairsmote,10,0.015289871606042381,0.012657041133804151,2
hmda_race,hmda,PA,aod_gap,lower,score_only,10,0.0446590779690936,0.019597206921852923,3
hmda_race,hmda,PA,aod_gap,lower,blind,10,0.07889321283666446,0.0139848917420604,4
hmda_race,hmda,PA,aod_gap,lower,erm,10,0.12148513997261721,0.020618644881383593,5
hmda_race,hmda,PA,aod_gap,lower,adv,10,0.11083754301140124,0.029592656579778612,5
hmda_race,hmda,PA,aod_gap,lower,wrong_spec,10,0.2843595324576141,0.031192900877368104,6
hmda_race,hmda,PA,auc,higher,erm,10,0.8525019516934285,0.002240385966811036,1
