experiment,dataset,state,metric,direction,model,n,mean,std,sk_group
acs_intersectional_age_race,acs_employment,MD,accuracy,higher,erm,10,0.7147806550786331,0.0035357106513949042,1
acs_intersectional_age_race,acs_employment,MD,accuracy,higher,adv,10,0.7127823105120019,0.004139521769931367,1
acs_intersectional_age_race,acs_employment,MD,accuracy,higher,no_effect,10,0.7124512238382406,0.003372604490385626,1
acs_intersectional_age_race,acs_employment,MD,accuracy,higher,r3_intersectional,10,0.7103109849828544,0.002643720779944419,2
acs_intersectional_age_race,acs_employment,MD,accuracy,higher,wrong_d3,10,0.7103819321272319,0.0033435745401894997,2
acs_intersectional_age_race,acs_employment,MD,accuracy,higher,blind,10,0.706704505143668,0.004795116258118686,3
acs_intersectional_age_race,acs_employment,MD,accuracy,higher,r1_joint_marginal,10,0.7066453825233534,0.003014390502576569,3
acs_intersectional_age_race,acs_employment,MD,accuracy,higher,r4_r1plus,10,0.7066453825233534,0.0035132304021367406,3
acs_intersectional_age_race,acs_employment,MD,accuracy,higher,reweight,10,0.7021638879035119,0.003186923122227389,4
acs_intersectional_age_race,acs_employment,MD,aod_age,lower,r1_joint_marginal,10,0.017062549697596012,0.008003637623282859,1
acs_intersectional_age_race,acs_employment,MD,aod_age,lower,r3_intersectional,10,0.025285487386152234,0.0188316479792447,1
acs_intersectional_age_race,acs_employment,MD,aod_age,lower,r4_r1plus,10,0.016596643620097787,0.007958373686668862,1
acs_intersectional_age_race,acs_employment,MD,aod_age,lower,no_effect,10,0.021180563760964215,0.012200005788786238,1
acs_intersectional_age_race,acs_employment,MD,aod_age,lower,blind,10,0.04494839989719313,0.030050720028807373,2
acs_intersectional_age_race,acs_employment,MD,aod_age,lower,wrong_d3,10,0.033595601674339136,0.02652006456050922,2
acs_intersectional_age_race,acs_employment,MD,aod_age,lower,adv,10,0.05728403314987281,0.0263721205911397,3
acs_intersectional_age_race,acs_employment,MD,aod_age,lower,erm,10,0.07628497419998181,0.014742643017595558,4
acs_intersectional_age_race,acs_employment,MD,aod_age,lower,reweight,10,0.09661511950816813,0.02030282263916174,5
acs_intersectional_age_race,acs_employment,MD,aod_excess,lower,r4_r1plus,10,0.011768281622564786,0.008263492022951183,1
acs_intersectional_age_race,acs_employment,MD,aod_excess,lower,reweight,10,0.01808536308467034,0.006776312770409364,2
acs_intersectional_age_race,acs_employment,MD,aod_excess,lower,blind,10,0.04543527608149522,0.021400898920541638,3
acs_intersectional_age_race,acs_employment,MD,aod_excess,lower,r1_joint_marginal,10,0.041646464180677426,0.02908848935226353,3
acs_intersectional_age_race,acs_employment,MD,aod_excess,lower,r3_intersectional,10,0.04726912911395806,0.020786370574451138,3
acs_intersectional_age_race,acs_employment,MD,aod_excess,lower,erm,10,0.07120678640206647,0.023048873580536033,4
acs_intersectional_age_race,acs_employment,MD,aod_excess,lower,adv,10,0.06280117321616316,0.024342788140487404,4
acs_intersectional_age_race,acs_employment,MD,aod_excess,lower,no_effect,10,0.06113603221933717,0.019133170491041775,4
acs_intersectional_age_race,acs_employment,MD,aod_excess,lower,wrong_d3,10,0.08914784457499107,0.027126756903962337,5
acs_intersectional_age_race,acs_employment,MD,aod_race,lower,reweight,10,0.027693296137665017,0.009566572205710767,1
acs_intersectional_age_race,acs_employment,MD,aod_race,lower,r1_joint_marginal,10,0.03790232866110267,0.010905855323969578,2
acs_intersectional_age_race,acs_employment,MD,aod_race,lower,r4_r1plus,10,0.03557450457597239,0.009499057684861782,2
acs_intersectional_age_race,acs_employment,MD,aod_race,lower,erm,10,0.058598596688032155,0.024404217936101747,3
acs_intersectional_age_race,acs_employment,MD,aod_race,lower,adv,10,0.05613293888723824,0.022088973017608957,3
acs_intersectional_age_race,acs_employment,MD,aod_race,lower,blind,10,0.08355914848847737,0.07293575663586523,4
acs_intersectional_age_race,acs_employment,MD,aod_race,lower,r3_intersectional,10,0.07431804808535683,0.017168331544659826,4
acs_intersectional_age_race,acs_employment,MD,aod_race,lower,no_effect,10,0.08121373076990394,0.018721628774585018,4
acs_intersectional_age_race,acs_employment,MD,aod_race,lower,wrong_d3,10,0.07623521516777532,0.015919095830788123,4
acs_intersectional_age_race,acs_employment,MD,auc,higher,erm,10,0.7580742341916733,0.0036817232618919734,1
acs_intersectional_age_race,acs_employment,MD,auc,higher,adv,10,0.756340114142583,0.0037567481280957327,1
acs_intersectional_age_race,acs_employment,MD,auc,higher,r3_intersectional,10,0.7571342534746482,0.00323784290124357,1
acs_intersectional_age_race,acs_employment,MD,auc,higher,no_effect,10,0.7574052061693827,0.002973728246954026,1
acs_intersectional_age_race,acs_employment,MD,auc,higher,r1_joint_marginal,10,0.7518330198436898,0.0037995884367997028,2
acs_intersectional_age_race,acs_employment,MD,auc,higher,r4_r1plus,10,0.7513306597548876,0.0037013525500435122,2
acs_intersectional_age_race,acs_employment,MD,auc,higher,wrong_d3,10,0.7528487233653176,0.003222179882794581,2
acs_intersectional_age_race,acs_employment,MD,auc,higher,reweight,10,0.7478630628123325,0.004030320484281247,3
acs_intersectional_age_race,acs_employment,MD,auc,higher,blind,10,0.7368954819486679,0.007184878847272058,4
acs_intersectional_age_race,acs_employment,MD,eod_age,lower,r1_joint_marginal,10,0.011327694034962565,0.008766606468563788,1
acs_intersectional_age_race,acs_employment,MD,eod_age,lower,r3_intersectional,10,0.015662955322003402,0.00943711320504802,1
acs_intersectional_age_race,acs_employment,MD,eod_age,lower,r4_r1plus,10,0.013667340842490095,0.011258936556453367,1
acs_intersectional_age_race,acs_employment,MD,eod_age,lower,no_effect,10,0.01776395199435802,0.015135531115742245,1
acs_intersectional_age_race,acs_employment,MD,eod_age,lower,blind,10,0.02779212146513673,0.02101730655000242,2
acs_intersectional_age_race,acs_employment,MD,eod_age,lower,wrong_d3,10,0.032354602972588464,0.023327806474943685,2
acs_intersectional_age_race,acs_employment,MD,eod_age,lower,adv,10,0.04158138139842171,0.020031942084980964,3
acs_intersectional_age_race,acs_employment,MD,eod_age,lower,erm,10,0.05992720522371424,0.01313761377453097,4
acs_intersectional_age_race,acs_employment,MD,eod_age,lower,reweight,10,0.06886199391215178,0.023473636514415287,4
acs_intersectional_age_race,acs_employment,MD,eod_excess,lower,blind,10,0.028986253324649436,0.01666775142203797,1
acs_intersectional_age_race,acs_employment,MD,eod_excess,lower,reweight,10,0.021075482429298464,0.01367203483108753,1
acs_intersectional_age_race,acs_employment,MD,eod_excess,lower,r4_r1plus,10,0.015656855091991394,0.012666085011529611,1
acs_intersectional_age_race,acs_employment,MD,eod_excess,lower,erm,10,0.036944467172923046,0.0181639461140363,2
acs_intersectional_age_race,acs_employment,MD,eod_excess,lower,adv,10,0.03584359355231108,0.018166761747061024,2
acs_intersectional_age_race,acs_employment,MD,eod_excess,lower,r1_joint_marginal,10,0.03448260917075683,0.019377984391020304,2
acs_intersectional_age_race,acs_employment,MD,eod_excess,lower,r3_intersectional,10,0.034842098976221966,0.01772959800659769,2
acs_intersectional_age_race,acs_employment,MD,eod_excess,lower,no_effect,10,0.04427989199720635,0.018163539602730344,3
acs_intersectional_age_race,acs_employment,MD,eod_excess,lower,wrong_d3,10,0.055064486196235815,0.02002863479347085,3
acs_intersectional_age_race,acs_employment,MD,eod_race,lower,reweight,10,0.01566429411313418,0.008722127032120885,1
acs_intersectional_age_race,acs_employment,MD,eod_race,lower,r1_joint_marginal,10,0.021486809781851413,0.013666265491760721,1
acs_intersectional_age_race,acs_employment,MD,eod_race,lower,r4_r1plus,10,0.01778898469217608,0.012491306387796506,1
acs_intersectional_age_race,acs_employment,MD,eod_race,lower,erm,10,0.036846810596014,0.022291522363659375,2
acs_intersectional_age_race,acs_employment,MD,eod_race,lower,adv,10,0.03530260234572791,0.014971816855421727,2
acs_intersectional_age_race,acs_employment,MD,eod_race,lower,blind,10,0.06270680906163052,0.07013027777669893,3
acs_intersectional_age_race,acs_employment,MD,eod_race,lower,r3_intersectional,10,0.04910485162668139,0.020163139515648697,3
acs_intersectional_age_race,acs_employment,MD,eod_race,lower,no_effect,10,0.053037022481849674,0.019403598617958987,3
acs_intersectional_age_race,acs_employment,MD,eod_race,lower,wrong_d3,10,0.05019704302380018,0.016226507435920644,3
acs_intersectional_age_race,acs_employment,MD,sAOD,lower,r4_r1plus,10,0.04814313428659632,0.011305508319793694,1
acs_intersectional_age_race,acs_employment,MD,sAOD,lower,r1_joint_marginal,10,0.0795487928417801,0.033702342841012006,2
acs_intersectional_age_race,acs_employment,MD,sAOD,lower,reweight,10,0.11470048259283847,0.022935341535953793,3
acs_intersectional_age_race,acs_employment,MD,sAOD,lower,adv,10,0.13475947123419063,0.02914965751231485,3
acs_intersectional_age_race,acs_employment,MD,sAOD,lower,r3_intersectional,10,0.12274654415075933,0.02328130982280662,3
acs_intersectional_age_race,acs_employment,MD,sAOD,lower,erm,10,0.15116767444517165,0.028053413631195862,4
acs_intersectional_age_race,acs_employment,MD,sAOD,lower,blind,10,0.1399298310806897,0.07237653273852124,4
acs_intersectional_age_race,acs_employment,MD,sAOD,lower,no_effect,10,0.14234976298924112,0.024675360396891072,4
acs_intersectional_age_race,acs_employment,MD,sAOD,lower,wrong_d3,10,0.16593832948509366,0.028833349571337867,4
acs_intersectional_age_race,acs_employment,MD,sEOD,lower,r1_joint_marginal,10,0.0577156824978857,0.025555339638848422,1
acs_intersectional_age_race,acs_employment,MD,sEOD,lower,r4_r1plus,10,0.04041458101658385,0.0135139850005883,1
acs_intersectional_age_race,acs_employment,MD,sEOD,lower,erm,10,0.09926746834460905,0.023244248554014087,2
acs_intersectional_age_race,acs_employment,MD,sEOD,lower,blind,10,0.09803604720111983,0.07404825437606274,2
acs_intersectional_age_race,acs_employment,MD,sEOD,lower,reweight,10,0.08993747634145025,0.03401742573058533,2
acs_intersectional_age_race,acs_employment,MD,sEOD,lower,adv,10,0.08609561895836813,0.02147895895662987,2
acs_intersectional_age_race,acs_employment,MD,sEOD,lower,r3_intersectional,10,0.08595698876790883,0.026389426833813356,2
acs_intersectional_age_race,acs_employment,MD,sEOD,lower,no_effect,10,0.09953429830781267,0.02899845620104422,2
acs_intersectional_age_race,acs_employment,MD,sEOD,lower,wrong_d3,10,0.11290840643171089,0.02358541118669692,2
acs_intersectional_age_race,acs_employment,MD,sEOdds_max,lower,r4_r1plus,10,0.06932831949861618,0.01527337402078909,1
acs_intersectional_age_race,acs_employment,MD,sEOdds_max,lower,r1_joint_marginal,10,0.11118971624125296,0.0413847014795595,2
acs_intersectional_age_race,acs_employment,MD,sEOdds_max,lower,reweight,10,0.15232330617015788,0.01880524800730657,3
acs_intersectional_age_race,acs_employment,MD,sEOdds_max,lower,r3_intersectional,10,0.1606122870991389,0.03060816581235194,3
acs_intersectional_age_race,acs_employment,MD,sEOdds_max,lower,blind,10,0.1835196184391518,0.07051429659901676,4
acs_intersectional_age_race,acs_employment,MD,sEOdds_max,lower,adv,10,0.18525723982041606,0.04819387467537642,4
acs_intersectional_age_race,acs_employment,MD,sEOdds_max,lower,no_effect,10,0.18617052387570904,0.03239152169860747,4
acs_intersectional_age_race,acs_employment,MD,sEOdds_max,lower,erm,10,0.20608295173722885,0.03760266121971118,5
acs_intersectional_age_race,acs_employment,MD,sEOdds_max,lower,wrong_d3,10,0.22044336647737808,0.04527499676959459,5
adult_gender,adult,-,accuracy,higher,erm,10,0.8514206744057491,0.002713350338641272,1
adult_gender,adult,-,accuracy,higher,blind,10,0.8509010503040354,0.0022944810040555876,1
adult_gender,adult,-,accuracy,higher,adv,10,0.8515312327252625,0.003149327685070241,1
adult_gender,adult,-,accuracy,higher,score_only,10,0.8491984521835269,0.003544003030822567,2
adult_gender,adult,-,accuracy,higher,repair_direct,10,0.8465561083471531,0.002824206687667973,2
adult_gender,adult,-,accuracy,higher,wrong_spec,10,0.8471641791044776,0.0018589292778237495,2
adult_gender,adult,-,accuracy,higher,no_interaction,10,0.8479159756771697,0.003946930286148843,2
adult_gender,adult,-,accuracy,higher,fairsmote,10,0.8336760641238253,0.004072256448533147,3
adult_gender,adult,-,accuracy,higher,reweight,10,0.8289110005527915,0.0063907957964364935,4
adult_gender,adult,-,aod_gap,lower,score_only,10,0.04443106201835327,0.012407303934697095,1
adult_gender,adult,-,aod_gap,lower,repair_direct,10,0.035315155591783776,0.013628702304340407,1
adult_gender,adult,-,aod_gap,lower,no_interaction,10,0.03818166469033587,0.018900727017658804,1
adult_gender,adult,-,aod_gap,lower,reweight,10,0.06134911229347193,0.011534831674237443,2
adult_gender,adult,-,aod_gap,lower,erm,10,0.0839646498242978,0.015047167551248918,3
adult_gender,adult,-,aod_gap,lower,adv,10,0.07537214793297466,0.018815382305487446,3
adult_gender,adult,-,aod_gap,lower,blind,10,0.11687364150654334,0.01277367933182316,4
adult_gender,adult,-,aod_gap,lower,fairsmote,10,0.1248083114776858,0.028155446893985202,4
adult_gender,adult,-,aod_gap,lower,wrong_spec,10,0.14668659634992381,0.024788462601803035,5
adult_gender,adult,-,auc,higher,erm,10,0.910221644226592,0.0020498203518009564,1
adult_gender,adult,-,auc,higher,blind,10,0.9089939232875038,0.0020879816667144827,1
adult_gender,adult,-,auc,higher,adv,10,0.9097720505056082,0.002249693154596774,1
adult_gender,adult,-,auc,higher,score_only,10,0.9046656457513431,0.0033286108142039695,2
adult_gender,adult,-,auc,higher,wrong_spec,10,0.9059353963454492,0.002086743286525686,2
adult_gender,adult,-,auc,higher,reweight,10,0.9019438379431439,0.004372871801792375,3
adult_gender,adult,-,auc,higher,repair_direct,10,0.9013082168582025,0.0033810256595548705,3
adult_gender,adult,-,auc,higher,no_interaction,10,0.9019995310879141,0.0029291371493838556,3
adult_gender,adult,-,auc,higher,fairsmote,10,0.8888970377370639,0.002650793637980629,4
adult_gender,adult,-,boundary_proxy_effect_gap_max,lower,repair_direct,10,0.06270724534988403,0.0149592715165002,1
adult_gender,adult,-,boundary_proxy_effect_gap_max,lower,blind,10,0.20291677713394166,0.06540605579473381,2
adult_gender,adult,-,boundary_proxy_effect_gap_max,lower,no_interaction,10,0.5109323650598526,0.14759618677143532,3
adult_gender,adult,-,boundary_proxy_effect_gap_max,lower,erm,10,0.8088646769523621,0.146196136381404,4
adult_gender,adult,-,boundary_proxy_effect_gap_max,lower,reweight,10,0.6945023715496064,0.2557391713710885,4
adult_gender,adult,-,boundary_proxy_effect_gap_max,lower,adv,10,0.7483578026294708,0.12736175230351932,4
adult_gender,adult,-,boundary_proxy_effect_gap_max,lower,score_only,10,0.8140002101659775,0.2025695662862507,4
adult_gender,adult,-,boundary_proxy_effect_gap_max,lower,wrong_spec,10,0.7767224371433258,0.21714929887668402,4
adult_gender,adult,-,boundary_proxy_effect_gap_max,lower,fairsmote,10,1.2506080746650696,0.3887626386409789,5
adult_gender,adult,-,boundary_proxy_effect_gap_mean,lower,repair_direct,10,0.02593293823301792,0.004363597451890148,1
adult_gender,adult,-,boundary_proxy_effect_gap_mean,lower,blind,10,0.0945020467042923,0.023178416302570885,2
adult_gender,adult,-,boundary_proxy_effect_gap_mean,lower,no_interaction,10,0.1901674374938011,0.05528587403331018,3
adult_gender,adult,-,boundary_proxy_effect_gap_mean,lower,erm,10,0.31151118576526643,0.04718974567831214,4
adult_gender,adult,-,boundary_proxy_effect_gap_mean,lower,reweight,10,0.2803358256816864,0.10997193793252777,4
adult_gender,adult,-,boundary_proxy_effect_gap_mean,lower,adv,10,0.2857002854347229,0.03953352266350413,4
adult_gender,adult,-,boundary_proxy_effect_gap_mean,lower,score_only,10,0.26807345896959306,0.07838105626678067,4
adult_gender,adult,-,boundary_proxy_effect_gap_mean,lower,wrong_spec,10,0.4674032419919968,0.04563277958480847,5
adult_gender,adult,-,boundary_proxy_effect_gap_mean,lower,fairsmote,10,0.5683910310268402,0.1484162284881892,6
adult_gender,adult,-,boundary_proxy_score_gap_cond_mean,lower,score_only,10,0.025140318740159272,0.011600359296665445,1
adult_gender,adult,-,boundary_proxy_score_gap_cond_mean,lower,fairsmote,10,0.03151375534944236,0.01855241327065256,1
adult_gender,adult,-,boundary_proxy_score_gap_cond_mean,lower,erm,10,0.038390674209222195,0.02337948971583977,2
adult_gender,adult,-,boundary_proxy_score_gap_cond_mean,lower,blind,10,0.05015598759055138,0.02253567352617719,2
adult_gender,adult,-,boundary_proxy_score_gap_cond_mean,lower,reweight,10,0.042873545084148645,0.024467838564929154,2
adult_gender,adult,-,boundary_proxy_score_gap_cond_mean,lower,adv,10,0.04185001585865393,0.020791332392005715,2
adult_gender,adult,-,boundary_proxy_score_gap_cond_mean,lower,repair_direct,10,0.04091303001623601,0.03544458254911912,2
adult_gender,adult,-,boundary_proxy_score_gap_cond_mean,lower,wrong_spec,10,0.03762702425010502,0.025657428504085783,2
adult_gender,adult,-,boundary_proxy_score_gap_cond_mean,lower,no_interaction,10,0.04395389035344124,0.021496818100827743,2
adult_gender,adult,-,cf_abs_prob_mean,lower,erm,10,0.04233116749674082,0.006657255012685651,1
adult_gender,adult,-,cf_abs_prob_mean,lower,adv,10,0.03882756792008877,0.003650936434450691,1
adult_gender,adult,-,cf_abs_prob_mean,lower,wrong_spec,10,0.049888643249869344,0.007062459963925173,2
adult_gender,adult,-,cf_abs_prob_mean,lower,score_only,10,0.06815942451357841,0.009730980750633533,3
adult_gender,adult,-,cf_abs_prob_mean,lower,fairsmote,10,0.06416430920362473,0.003150203632714917,3
adult_gender,adult,-,cf_abs_prob_mean,lower,repair_direct,10,0.07592588849365711,0.007507493402795017,4
adult_gender,adult,-,cf_abs_prob_mean,lower,no_interaction,10,0.08048586398363114,0.007363459563323809,4
adult_gender,adult,-,cf_abs_prob_mean,lower,reweight,10,0.12133217304944992,0.008524990984000069,5
adult_gender,adult,-,cf_flip_rate,lower,erm,10,0.04478759765625,0.009200544538484482,1
adult_gender,adult,-,cf_flip_rate,lower,adv,10,0.043017578125,0.006194846196776788,1
adult_gender,adult,-,cf_flip_rate,lower,wrong_spec,10,0.03782958984375,0.010749960504996521,1
adult_gender,adult,-,cf_flip_rate,lower,score_only,10,0.07464599609375,0.0174543236123869,2
adult_gender,adult,-,cf_flip_rate,lower,fairsmote,10,0.07769775390625,0.01071274701554157,2
adult_gender,adult,-,cf_flip_rate,lower,repair_direct,10,0.0841552734375,0.01176798333067916,3
adult_gender,adult,-,cf_flip_rate,lower,no_interaction,10,0.09022216796875,0.015181766324253793,3
adult_gender,adult,-,cf_flip_rate,lower,reweight,10,0.16580810546875,0.01785809357322419,4
adult_gender,adult,-,dp_gap,lower,repair_direct,10,0.12484958544373512,0.015143737359628503,1
adult_gender,adult,-,dp_gap,lower,no_interaction,10,0.12979896515607833,0.017840527781366848,1
adult_gender,adult,-,dp_gap,lower,score_only,10,0.1475559376180172,0.019976950453752675,2
adult_gender,adult,-,dp_gap,lower,erm,10,0.18446715474128722,0.009928513218792045,3
adult_gender,adult,-,dp_gap,lower,reweight,10,0.1720610573887825,0.019504136564120544,3
adult_gender,adult,-,dp_gap,lower,adv,10,0.1791025921702385,0.01304913571153672,3
adult_gender,adult,-,dp_gap,lower,blind,10,0.19620343893766404,0.008398499083337072,4
adult_gender,adult,-,dp_gap,lower,fairsmote,10,0.19960157126188277,0.020484703710847665,4
adult_gender,adult,-,dp_gap,lower,wrong_spec,10,0.21364329904317855,0.01978148780560832,5
adult_gender,adult,-,eod_gap,lower,reweight,10,0.0518246525816292,0.032891136612384915,1
adult_gender,adult,-,eod_gap,lower,score_only,10,0.03587228059604062,0.024926738976974,1
adult_gender,adult,-,eod_gap,lower,repair_direct,10,0.034861409256957764,0.028873555692327912,1
adult_gender,adult,-,eod_gap,lower,no_interaction,10,0.03610138214137763,0.041583553692127004,1
adult_gender,adult,-,eod_gap,lower,erm,10,0.0903388192169121,0.026446392194475817,2
adult_gender,adult,-,eod_gap,lower,adv,10,0.07658676357975873,0.03102111894327064,2
adult_gender,adult,-,eod_gap,lower,blind,10,0.15059315331600948,0.02328880108877757,3
adult_gender,adult,-,eod_gap,lower,fairsmote,10,0.16262914422726873,0.0415247022865614,3
adult_gender,adult,-,eod_gap,lower,wrong_spec,10,0.19636010996874176,0.041293464076045505,4
adult_gender,adult,-,eodds_max_gap,lower,score_only,10,0.058845148704407504,0.016212165999033096,1
adult_gender,adult,-,eodds_max_gap,lower,repair_direct,10,0.0467124108843489,0.023425454258533786,1
adult_gender,adult,-,eodds_max_gap,lower,no_interaction,10,0.056903797384074015,0.031030014900207334,1
adult_gender,adult,-,eodds_max_gap,lower,reweight,10,0.08102397591196953,0.011681549604028361,2
adult_gender,adult,-,eodds_max_gap,lower,adv,10,0.08564455781122518,0.018467176658152146,2
adult_gender,adult,-,eodds_max_gap,lower,erm,10,0.09593459913462565,0.018066651962579162,3
adult_gender,adult,-,eodds_max_gap,lower,blind,10,0.15059315331600948,0.02328880108877757,4
adult_gender,adult,-,eodds_max_gap,lower,fairsmote,10,0.16262914422726873,0.0415247022865614,4
adult_gender,adult,-,eodds_max_gap,lower,wrong_spec,10,0.19636010996874176,0.041293464076045505,5
adult_gender,adult,-,fpr_gap,lower,repair_direct,10,0.03576890192660979,0.008883695359605029,1
adult_gender,adult,-,fpr_gap,lower,no_interaction,10,0.0402619472392941,0.01104923484415863,1
adult_gender,adult,-,fpr_gap,lower,score_only,10,0.05298984344066592,0.0158465829272057,2
adult_gender,adult,-,fpr_gap,lower,erm,10,0.07759048043168348,0.00860020135110209,3
adult_gender,adult,-,fpr_gap,lower,reweight,10,0.07087357200531466,0.016645311126287955,3
adult_gender,adult,-,fpr_gap,lower,adv,10,0.07415753228619057,0.01058603534725539,3
adult_gender,adult,-,fpr_gap,lower,blind,10,0.08315412969707721,0.007576087829329264,4
adult_gender,adult,-,fpr_gap,lower,fairsmote,10,0.08698747872810286,0.016458565905324424,4
adult_gender,adult,-,fpr_gap,lower,wrong_spec,10,0.09701308273110584,0.01511383479559362,5
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_max,lower,repair_direct,10,0.09403143599629402,0.03545410182060149,1
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_max,lower,blind,10,0.15632338374853133,0.06729098351558777,2
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_max,lower,no_interaction,10,0.16014178097248077,0.09264974715395739,2
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_max,lower,wrong_spec,10,0.2275847390294075,0.07716053177701623,3
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_max,lower,erm,10,0.35759479403495786,0.1389559998648927,4
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_max,lower,adv,10,0.3118054926395416,0.0883794701425604,4
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_max,lower,score_only,10,0.30132852494716644,0.1526609033655093,4
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_max,lower,reweight,10,0.56568473726511,0.3683052195376818,5
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_max,lower,fairsmote,10,0.9044994473457336,0.24640384626481607,6
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_mean,lower,repair_direct,10,0.01911579193547368,0.002992675912246133,1
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_mean,lower,blind,10,0.03530462682247162,0.016898869531969347,2
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_mean,lower,no_interaction,10,0.03520635701715946,0.013166471344880968,2
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_mean,lower,adv,10,0.06675134226679802,0.01785769087840449,3
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_mean,lower,score_only,10,0.06413900926709175,0.040050466882343434,3
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_mean,lower,wrong_spec,10,0.060311641171574594,0.02252079237025081,3
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_mean,lower,erm,10,0.08361982144415378,0.026190504124802283,4
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_mean,lower,reweight,10,0.13115879893302917,0.09211905732542483,4
adult_gender,adult,-,higher_order_boundary_proxy_gap_scope_mean,lower,fairsmote,10,0.2581831395626068,0.06558793202062871,5
adult_gender,adult,-,main_abs_logit_mean,lower,adv,10,0.3591504037380219,0.05698951902506693,1
adult_gender,adult,-,main_abs_logit_mean,lower,erm,10,0.4577563315629959,0.08771877631674412,2
adult_gender,adult,-,main_abs_logit_mean,lower,repair_direct,10,0.6716101348400116,0.05684213254541972,3
adult_gender,adult,-,main_abs_logit_mean,lower,fairsmote,10,0.6364414989948273,0.06056268796844795,3
adult_gender,adult,-,main_abs_logit_mean,lower,reweight,10,0.8753519296646118,0.061058265471650344,4
adult_gender,adult,-,main_abs_logit_mean,lower,score_only,10,0.8689918518066406,0.057604430475986554,4
adult_gender,adult,-,main_abs_logit_mean,lower,wrong_spec,10,0.9282437145709992,0.16785313173827793,4
adult_gender,adult,-,main_abs_logit_mean,lower,no_interaction,10,0.8179055988788605,0.055484275791620866,4
adult_gender,adult,-,pair_abs_max,lower,repair_direct,10,0.24307337403297424,0.02387399835951334,1
adult_gender,adult,-,pair_abs_max,lower,adv,10,1.528313398361206,0.24887694539810845,2
adult_gender,adult,-,pair_abs_max,lower,wrong_spec,10,1.3649210333824158,0.26805813011487734,2
adult_gender,adult,-,pair_abs_max,lower,no_interaction,10,1.3376688301563262,0.587542689521568,2
adult_gender,adult,-,pair_abs_max,lower,erm,10,1.6187097430229187,0.3167756647254632,3
adult_gender,adult,-,pair_abs_max,lower,reweight,10,1.8345699906349182,0.8442581651871138,3
adult_gender,adult,-,pair_abs_max,lower,score_only,10,1.6514856815338135,0.570316472121321,3
adult_gender,adult,-,pair_abs_max,lower,fairsmote,10,5.028274416923523,1.1373195162570813,4
adult_gender,adult,-,pair_abs_mean,lower,repair_direct,10,0.0317158130928874,0.00196044224994105,1
adult_gender,adult,-,pair_abs_mean,lower,no_interaction,10,0.19831364676356317,0.0714697281589619,2
adult_gender,adult,-,pair_abs_mean,lower,erm,10,0.2752241209149361,0.04809727565986621,3
adult_gender,adult,-,pair_abs_mean,lower,reweight,10,0.3141523540019989,0.1256943032599718,3
adult_gender,adult,-,pair_abs_mean,lower,adv,10,0.2658593639731407,0.04815141574236005,3
adult_gender,adult,-,pair_abs_mean,lower,score_only,10,0.295683765411377,0.10560165069648951,3
adult_gender,adult,-,pair_abs_mean,lower,wrong_spec,10,0.4237834870815277,0.03812043164247109,4
adult_gender,adult,-,pair_abs_mean,lower,fairsmote,10,0.7244069159030915,0.13182830598661735,5
adult_gender,adult,-,pair_abs_q95,lower,repair_direct,10,0.0818749468028545,0.004879226325230906,1
adult_gender,adult,-,pair_abs_q95,lower,erm,10,0.8232192239165304,0.13795993223768382,2
adult_gender,adult,-,pair_abs_q95,lower,adv,10,0.8252828657627101,0.16988197416446807,2
adult_gender,adult,-,pair_abs_q95,lower,wrong_spec,10,0.8643317067623136,0.1790093287503745,2
adult_gender,adult,-,pair_abs_q95,lower,no_interaction,10,0.6870239701867101,0.2562791197540541,2
adult_gender,adult,-,pair_abs_q95,lower,reweight,10,0.965161241292953,0.345768091786482,3
adult_gender,adult,-,pair_abs_q95,lower,score_only,10,1.0667466604709623,0.4024990404501862,3
adult_gender,adult,-,pair_abs_q95,lower,fairsmote,10,1.9616608858108513,0.4516424093308361,4
adult_gender,adult,-,proxy_effect_gap_max,lower,repair_direct,10,0.038086770474910735,0.007953585926760277,1
adult_gender,adult,-,proxy_effect_gap_max,lower,blind,10,0.40029082298278806,0.06631141097871304,2
adult_gender,adult,-,proxy_effect_gap_max,lower,no_interaction,10,0.4453550726175308,0.11513517149117757,2
adult_gender,adult,-,proxy_effect_gap_max,lower,adv,10,0.5802058190107345,0.0729630554581209,3
adult_gender,adult,-,proxy_effect_gap_max,lower,erm,10,0.672709709405899,0.09127754934793453,4
