"experiment","dataset","state","metric","direction","model","n","mean","std","sk_esd_group","package","package_version"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_max","lower","no_interaction",10,0.316047230362892,0.0752911998258659,2,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_max","lower","score_only",10,0.329429730772972,0.0679200156668239,2,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_max","lower","adv",10,0.351921074092388,0.144977541042269,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_max","lower","blind",10,0.355839756131172,0.173080375803586,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_max","lower","erm",10,0.425385883450508,0.0968476430988086,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_max","lower","reweight",10,0.4460594445467,0.190502952359573,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_max","lower","wrong_spec",10,0.558114036917686,0.708176827622525,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_max","lower","fairsmote",10,0.6752670109272,0.124937823668756,6,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","repair_direct",10,0.0382274828851223,0.0121268480924584,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","proxy_exhaustive",10,0.0422022953629494,0.017053595354478,2,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","blind",10,0.0706188045442104,0.0167294712360183,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","no_interaction",10,0.0724539961665869,0.0181937263887839,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","adv",10,0.0738694496452808,0.0301128792439532,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","score_only",10,0.0765138398855925,0.012850842229044,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","erm",10,0.093274636566639,0.0173332440244065,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","wrong_spec",10,0.0965912759304047,0.0388098374843007,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","reweight",10,0.0967872507870197,0.0406621494650884,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","higher_order_boundary_proxy_gap_scope_mean","lower","fairsmote",10,0.155775186419487,0.0330349798285746,6,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","main_abs_logit_mean","lower","proxy_exhaustive",10,0.151894325017929,0.0160206900128288,1,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","main_abs_logit_mean","lower","repair_direct",10,0.155375038087368,0.016261224812759,2,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","main_abs_logit_mean","lower","no_interaction",10,0.434838870167732,0.0845088311676301,3,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","main_abs_logit_mean","lower","score_only",10,0.46966141462326,0.0307113352538224,4,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","main_abs_logit_mean","lower","reweight",10,0.681047740578651,0.126641936688294,5,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","main_abs_logit_mean","lower","adv",10,0.742565488815308,0.0604879977465384,6,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","main_abs_logit_mean","lower","erm",10,0.949909818172455,0.0573001328792622,7,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","main_abs_logit_mean","lower","fairsmote",10,0.958000719547272,0.0610235439447083,7,"ScottKnottESD","2.0.3"
"acs_age","acs_employment","MD","main_abs_logit_mean","lower","wrong_spec",10,0.984861588478088,0.121561798662905,8,"ScottKnottESD","2.0.3"
