experiment,dataset,state,seed,source,model,raw_model,label,selector,split,metric_group,metric,value,direction
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max,1.0966941118240356,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max__age,0.7620062232017517,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max__education_num,0.44461366534233093,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max__hours_per_week,1.0966941118240356,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max__marital_married,0.9584762454032898,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max__marital_never_married,0.3395705223083496,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max__occupation_exec_prof,0.24901777505874634,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max__occupation_service,0.29111823439598083,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max__relationship_own_child,0.23253098130226135,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_max__relationship_spouse,0.7744867205619812,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean,0.23486900329589844,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean__age,0.34981769323349,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean__education_num,0.10568207502365112,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean__hours_per_week,0.6226234436035156,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean__marital_married,0.4194018244743347,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean__marital_never_married,0.0753571167588234,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean__occupation_exec_prof,0.055739548057317734,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean__occupation_service,0.07060980051755905,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean__relationship_own_child,0.06304451078176498,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_mean__relationship_spouse,0.35154491662979126,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95,0.6881365448236464,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95__age,0.5504504293203354,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95__education_num,0.22904573380947113,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95__hours_per_week,0.8466756939888,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95__marital_married,0.7080506086349487,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95__marital_never_married,0.19267244637012482,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95__occupation_exec_prof,0.13727396726608276,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95__occupation_service,0.16745345294475555,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95__relationship_own_child,0.15412424504756927,lower
adult_gender,adult,-,0,boundary_pair_eval_only,erm,erm,ERM,,test,mechanism,boundary_pair_abs_q95__relationship_spouse,0.5630399584770203,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max,1.0876322984695435,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max__age,0.9990572929382324,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max__education_num,0.6185976266860962,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max__hours_per_week,1.0876322984695435,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max__marital_married,0.2468550205230713,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max__marital_never_married,0.35128283500671387,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max__occupation_exec_prof,0.3074043393135071,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max__occupation_service,0.45428353548049927,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max__relationship_own_child,0.4145578145980835,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_max__relationship_spouse,0.3225403428077698,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean,0.2271306961774826,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean__age,0.5447686314582825,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean__education_num,0.18627330660820007,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean__hours_per_week,0.7419863343238831,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean__marital_married,0.06372272223234177,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean__marital_never_married,0.10083664208650589,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean__occupation_exec_prof,0.08790459483861923,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean__occupation_service,0.15413343906402588,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean__relationship_own_child,0.10309227555990219,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_mean__relationship_spouse,0.06145832687616348,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95,0.779824262857437,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95__age,0.7938917696475983,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95__education_num,0.39445124566555023,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95__hours_per_week,0.9538871616125107,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95__marital_married,0.15509228184819224,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95__marital_never_married,0.22479678690433505,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95__occupation_exec_prof,0.18318590521812442,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95__occupation_service,0.32446931600570683,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95__relationship_own_child,0.2519857630133629,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_only,proxy_score_only,Global score guard,,test,mechanism,boundary_pair_abs_q95__relationship_spouse,0.14370285272598268,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max,0.6439956426620483,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max__age,0.6300075054168701,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max__education_num,0.5370616912841797,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max__hours_per_week,0.6439956426620483,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max__marital_married,0.20631015300750732,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max__marital_never_married,0.2619363069534302,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max__occupation_exec_prof,0.3083994388580322,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max__occupation_service,0.3473084568977356,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max__relationship_own_child,0.28753918409347534,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_max__relationship_spouse,0.25181347131729126,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean,0.1310771107673645,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean__age,0.271160364151001,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean__education_num,0.14446285367012024,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean__hours_per_week,0.39872756600379944,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean__marital_married,0.046519916504621506,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean__marital_never_married,0.0626930370926857,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean__occupation_exec_prof,0.06236358359456062,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean__occupation_service,0.08829975128173828,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean__relationship_own_child,0.057844553142786026,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_mean__relationship_spouse,0.04762234166264534,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95,0.42842912673950195,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95__age,0.4442972779273986,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95__education_num,0.28872873783111574,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95__hours_per_week,0.5213513851165772,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95__marital_married,0.11685227155685418,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95__marital_never_married,0.14751973152160644,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95__occupation_exec_prof,0.13601136207580566,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95__occupation_service,0.20541592836380004,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95__relationship_own_child,0.15724258422851561,lower
adult_gender,adult,-,0,boundary_pair_eval_only,no_interaction,no_interaction,Global + boundary score guards,,test,mechanism,boundary_pair_abs_q95__relationship_spouse,0.11845861673355099,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max,0.21421009302139282,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max__age,0.17799997329711914,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max__education_num,0.1818559765815735,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max__hours_per_week,0.21421009302139282,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max__marital_married,0.13242048025131226,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max__marital_never_married,0.14511001110076904,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max__occupation_exec_prof,0.13092225790023804,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max__occupation_service,0.13184884190559387,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max__relationship_own_child,0.10540318489074707,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_max__relationship_spouse,0.13475310802459717,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean,0.0327378548681736,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean__age,0.039822474122047424,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean__education_num,0.03558738902211189,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean__hours_per_week,0.03963654488325119,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean__marital_married,0.03282317519187927,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean__marital_never_married,0.0281353909522295,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean__occupation_exec_prof,0.02896142192184925,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean__occupation_service,0.02953685075044632,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean__relationship_own_child,0.027006328105926514,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_mean__relationship_spouse,0.033131085336208344,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95,0.08175829648971558,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95__age,0.10078012943267822,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95__education_num,0.08510351181030273,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95__hours_per_week,0.0989888459444046,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95__marital_married,0.07865205407142639,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95__marital_never_married,0.07085277885198593,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95__occupation_exec_prof,0.07241979241371155,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95__occupation_service,0.07216235995292664,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95__relationship_own_child,0.06702546030282974,lower
adult_gender,adult,-,0,boundary_pair_eval_only,score_guard_global_interaction,score_guard_global_interaction,Score guards + global interaction,,test,mechanism,boundary_pair_abs_q95__relationship_spouse,0.08215831220149994,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max,0.19796717166900635,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max__age,0.17360776662826538,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max__education_num,0.19796717166900635,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max__hours_per_week,0.19776982069015503,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max__marital_married,0.13010510802268982,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max__marital_never_married,0.1382918357849121,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max__occupation_exec_prof,0.12928539514541626,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max__occupation_service,0.14167004823684692,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max__relationship_own_child,0.1179208755493164,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_max__relationship_spouse,0.14928030967712402,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean,0.03213084861636162,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean__age,0.039884984493255615,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean__education_num,0.035715021193027496,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean__hours_per_week,0.03892792761325836,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean__marital_married,0.03218453377485275,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean__marital_never_married,0.027094969525933266,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean__occupation_exec_prof,0.0277270320802927,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean__occupation_service,0.028455739840865135,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean__relationship_own_child,0.025505250319838524,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_mean__relationship_spouse,0.033682163804769516,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95,0.0813993513584137,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95__age,0.10172351896762848,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95__education_num,0.08477662801742547,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95__hours_per_week,0.0965567827224731,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95__marital_married,0.07774816751480099,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95__marital_never_married,0.07013947963714598,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95__occupation_exec_prof,0.06907640695571896,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95__occupation_service,0.07059432268142694,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95__relationship_own_child,0.06364710330963134,lower
adult_gender,adult,-,0,boundary_pair_eval_only,repair_direct,direct_spec_boundary,Final interaction steering,,test,mechanism,boundary_pair_abs_q95__relationship_spouse,0.08590696454048156,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max,1.0037124156951904,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max__age,0.787207305431366,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max__education_num,0.7947648763656616,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max__hours_per_week,1.0037124156951904,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max__marital_married,0.7325296998023987,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max__marital_never_married,0.6422959566116333,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max__occupation_exec_prof,0.6243491172790527,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max__occupation_service,0.7381795644760132,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max__relationship_own_child,0.8423945903778076,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_max__relationship_spouse,0.7114193439483643,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_mean,0.43513238430023193,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_mean__age,0.4571512043476105,lower
adult_gender,adult,-,0,boundary_pair_eval_only,wrong_spec,direct_spec_boundary_wrong_effect,Wrong-spec,,test,mechanism,boundary_pair_abs_mean__education_num,0.36583784222602844,lower
