experiment,dataset,state,seed,role,model,AUC,Acc,AOD,EOD,DP,Sgap,Delta2,Proxy,ProxyScore,BndDelta2
hmda_md_race,hmda,MD,6,Score guards + global interaction,score_guard_global_interaction,0.8487187082758325,0.8632062265524385,0.01326862610304741,0.010672271015096713,0.07028526067733765,0.060950636863708496,0.0072584194131195545,0.016245750710368156,0.12929413467645645,0.007831002585589886
hmda_md_race,hmda,MD,6,Final interaction steering,repair_main05,0.8476084833870793,0.8616663866957837,0.011271693118465986,0.009938261261872805,0.06829595565795898,0.05788779258728027,0.002361136954277754,0.016143226996064186,0.10840391367673874,0.002989125205203891
hmda_md_race,hmda,MD,6,Wrong-spec,wrong_spec,0.8318741799806622,0.8480877988689176,0.12454633508165625,0.06870214091811278,0.1480633020401001,0.15934300422668457,0.5004019141197205,0.5063057541847229,0.8984561860561371,0.5216897130012512
hmda_md_race,hmda,MD,7,ERM,erm,0.8634201349755868,0.8665098829721709,0.06088548084323164,0.03993814246353122,0.11420559883117676,0.1268167495727539,0.23773489892482758,0.342949777841568,0.6984959542751312,0.2885424494743347
hmda_md_race,hmda,MD,7,Global score guard,score_only,0.8498340333255907,0.8631502323758329,0.02514201430582219,0.019957354728661336,0.08429008722305298,0.06752502918243408,0.1501845270395279,0.2665887475013733,0.09944198653101921,0.17317579686641693
hmda_md_race,hmda,MD,7,Global + boundary score guards,no_interaction,0.8473339436951983,0.8603785206338541,0.005428983479829952,0.007627240190393625,0.06200820207595825,0.053379714488983154,0.11139893531799316,0.21187785267829895,0.05802760645747185,0.11336714029312134
hmda_md_race,hmda,MD,7,Score guards + global interaction,score_guard_global_interaction,0.8537776544031921,0.8627302760512907,0.005889284260220895,0.005970476652145895,0.06333017349243164,0.05812215805053711,0.005358215421438217,0.026513906195759773,0.07342765852808952,0.005945540498942137
hmda_md_race,hmda,MD,7,Final interaction steering,repair_main05,0.8525737886995628,0.8642701159079456,0.0037847769620994454,0.003853846200307043,0.0619998574256897,0.05624109506607056,0.0036681147757917643,0.016004735603928566,0.05913630872964859,0.003803048050031066
hmda_md_race,hmda,MD,7,Wrong-spec,wrong_spec,0.8440114316100824,0.8491796853127275,0.2071679137695119,0.12506318078466294,0.22121143341064453,0.18228864669799805,0.6989460587501526,0.6331801414489746,1.049512267112732,0.741019606590271
hmda_md_race,hmda,MD,8,ERM,erm,0.8646095157572553,0.8672378072680441,0.07082542590858074,0.03821802647635042,0.11830562353134155,0.13185179233551025,0.22491668164730072,0.3238224983215332,0.6822912991046906,0.3029213845729828
