experiment,dataset,state,seed,role,model,AUC,Acc,AOD,EOD,DP,Sgap,Delta2,Proxy,ProxyScore,BndDelta2
adult_gender,adult,-,0,ERM,erm,0.9120213861151406,0.8558319513543394,0.08413775577045454,0.08799068529607446,0.18849073350429535,0.19885124266147614,0.2141227126121521,0.20001645386219025,0.9530007541179657,0.23486900329589844
adult_gender,adult,-,0,Global score guard,score_only,0.9058436398487679,0.8552791597567717,0.02137229269819004,4.707566000072827e-05,0.14087794721126556,0.1324077546596527,0.21851937472820282,0.20464220643043518,0.02677297592163086,0.2271306961774826
adult_gender,adult,-,0,Global + boundary score guards,no_interaction,0.9031063852162614,0.8529574350469873,0.030277984859817014,0.017621988726948534,0.1445925235748291,0.1231885701417923,0.12034720927476883,0.1253061592578888,0.023349672555923462,0.1310771107673645
adult_gender,adult,-,0,Score guards + global interaction,score_guard_global_interaction,0.9036117835404254,0.8475400773908237,0.02053759946535218,0.021482192847010362,0.11047250032424927,0.10707859694957733,0.03227229416370392,0.02306465245783329,0.06000074744224548,0.0327378548681736
adult_gender,adult,-,0,Final interaction steering,repair_direct,0.9035794606016156,0.8475400773908237,0.020327251682303135,0.019909865802985205,0.11100193858146667,0.10690353810787201,0.031978022307157516,0.022674428299069405,0.06013408303260803,0.03213084861636162
adult_gender,adult,-,0,Wrong-spec,wrong_spec,0.9083202457120311,0.8480928689883914,0.1557680162348961,0.20342020361792146,0.22784996032714844,0.23279768228530884,0.4188464283943176,0.4967171251773834,1.5332191586494446,0.43513238430023193
adult_gender,adult,-,1,ERM,erm,0.9121624465671662,0.8518518518518519,0.09190919341032729,0.11238843068579829,0.18173791468143463,0.19979336857795715,0.2665327191352844,0.21461889147758484,0.9421772658824921,0.3031567335128784
adult_gender,adult,-,1,Global score guard,score_only,0.9089370368821124,0.849861802100608,0.0490719422381994,0.05151332555015753,0.1438949704170227,0.1426359862089157,0.3299647867679596,0.2891296148300171,0.14018695056438446,0.3378455340862274
adult_gender,adult,-,1,Global + boundary score guards,no_interaction,0.9071002022904572,0.8483139856274184,0.024562099161974753,0.014602869732233681,0.12499750405550003,0.11733745038509369,0.2152268886566162,0.17922289669513702,0.06197826564311981,0.26494622230529785
adult_gender,adult,-,1,Score guards + global interaction,score_guard_global_interaction,0.9053773503136506,0.8478717523493643,0.039218165049063905,0.033555530448536874,0.14252978563308716,0.11822637915611267,0.03402199596166611,0.023628635331988335,0.06407336890697479,0.03538038581609726
adult_gender,adult,-,1,Final interaction steering,repair_direct,0.9052958873289227,0.8479823106688779,0.03840685895587845,0.03303142143386184,0.14153443276882172,0.11780388653278351,0.03367514908313751,0.022198570892214775,0.061980679631233215,0.03469729796051979
adult_gender,adult,-,1,Wrong-spec,wrong_spec,0.9083253924680078,0.8476506357103372,0.1415330322490877,0.2001060771538683,0.19771981239318848,0.217881977558136,0.46311134099960327,0.5326703190803528,1.7240024507045746,0.4696512222290039
adult_gender,adult,-,2,ERM,erm,0.9109597119809791,0.8517412935323383,0.07834574415860639,0.08282805458265863,0.18247777223587036,0.19964677095413208,0.24540583789348602,0.19341757893562317,0.9661909341812134,0.2836216688156128
adult_gender,adult,-,2,Global score guard,score_only,0.8982865957625087,0.848424543946932,0.03168735701065715,0.029849106817810944,0.12278664857149124,0.10300825536251068,0.10251739621162415,0.1340087205171585,0.12441952526569366,0.13153523206710815
adult_gender,adult,-,2,Global + boundary score guards,no_interaction,0.8991462679200536,0.8465450525152017,0.03908713075442981,0.03312557275386341,0.1387673318386078,0.10537482798099518,0.10456687211990356,0.12732338905334473,0.12908101081848145,0.1299637109041214
adult_gender,adult,-,2,Score guards + global interaction,score_guard_global_interaction,0.8992782150079929,0.845771144278607,0.03005894387237138,0.030006025684480075,0.11608604341745377,0.09420512616634369,0.03469381481409073,0.025555575266480446,0.09318292140960693,0.033753179013729095
adult_gender,adult,-,2,Final interaction steering,repair_direct,0.899154233918158,0.8456605859590934,0.031626065788078375,0.03352414667520309,0.11524175852537155,0.09406691789627075,0.034644026309251785,0.023967379704117775,0.09501847624778748,0.03409082069993019
adult_gender,adult,-,2,Wrong-spec,wrong_spec,0.9064280752981544,0.8435599778883361,0.14538944848245483,0.17401046962678413,0.2328973412513733,0.23722288012504578,0.39495810866355896,0.47955799102783203,1.5433668494224548,0.3811449110507965
adult_gender,adult,-,3,ERM,erm,0.9086807481036007,0.8489773355444997,0.10557977469168661,0.12765977479004254,0.19348016381263733,0.20452138781547546,0.3067612051963806,0.23946796357631683,1.0175749957561493,0.3474440276622772
adult_gender,adult,-,3,Global score guard,score_only,0.9070845981131008,0.8494195688225539,0.06240267933426985,0.07187511768915,0.1525128185749054,0.14468081295490265,0.488393098115921,0.41699475049972534,0.15369777381420135,0.4239519536495209
adult_gender,adult,-,3,Global + boundary score guards,no_interaction,0.8994797908201017,0.8476506357103372,0.02565576792066665,0.016103014097590962,0.1269613802433014,0.10137823224067688,0.1431572288274765,0.15128785371780396,0.09387888014316559,0.16389766335487366
adult_gender,adult,-,3,Score guards + global interaction,score_guard_global_interaction,0.9024184901371766,0.844776119402985,0.0452084130118026,0.053446565987521844,0.1292330026626587,0.12195667624473572,0.030951330438256264,0.016572240740060806,0.1926991045475006,0.0329306498169899
adult_gender,adult,-,3,Final interaction steering,repair_direct,0.9024524849521312,0.8451077943615257,0.049131538681802756,0.06153102599831778,0.13040481507778168,0.12226970493793488,0.03067423589527607,0.014386002905666828,0.19338668882846832,0.0324951708316803
adult_gender,adult,-,3,Wrong-spec,wrong_spec,0.9048540202982811,0.8488667772249862,0.17202126160705147,0.2454807366399277,0.22312873601913452,0.23267582058906555,0.4510289430618286,0.5589433312416077,1.6603135466575623,0.4758951961994171
adult_gender,adult,-,4,ERM,erm,0.9107296159287442,0.8507462686567164,0.07993453453511075,0.08438782811735024,0.1783381998538971,0.19820377230644226,0.18350407481193542,0.18347173929214478,1.0410101115703583,0.20860955119132996
adult_gender,adult,-,4,Global score guard,score_only,0.9058769134622482,0.8507462686567164,0.03840889215404955,0.02962000527247388,0.13653230667114258,0.12206798791885376,0.2798067331314087,0.20984746515750885,0.04794436693191528,0.29364627599716187
adult_gender,adult,-,4,Global + boundary score guards,no_interaction,0.9020278939749912,0.8495301271420674,0.059616790214867876,0.09085602380145374,0.10963256657123566,0.09921230375766754,0.20996195077896118,0.16120058298110962,0.13296698033809662,0.2678614854812622
adult_gender,adult,-,4,Score guards + global interaction,score_guard_global_interaction,0.9032824567216831,0.8486456605859591,0.03607514071813957,0.032626570757855355,0.12379887700080872,0.11063194274902344,0.03179478645324707,0.016959933564066887,0.0445229709148407,0.03456384316086769
adult_gender,adult,-,4,Final interaction steering,repair_direct,0.903394439641534,0.8482034273079049,0.03507839790824871,0.030156667796482406,0.12430290877819061,0.11036036908626556,0.03143885359168053,0.014744198881089687,0.046664729714393616,0.0344504714012146
adult_gender,adult,-,4,Wrong-spec,wrong_spec,0.9069708121895639,0.8480928689883914,0.1440420855986406,0.19517254798578937,0.2082253396511078,0.22686102986335754,0.37649011611938477,0.5087020397186279,1.7204532623291016,0.36967822909355164
adult_gender,adult,-,5,ERM,erm,0.9121384830090835,0.8527363184079602,0.05158890341277573,0.03431501776321577,0.16823086142539978,0.18708887696266174,0.3091926574707031,0.24810750782489777,0.9309147596359253,0.3509294092655182
