experiment,dataset,state,seed,role,model,AUC,Acc,AOD,EOD,DP,Sgap,Delta2,Proxy,ProxyScore,BndDelta2
acs_age,acs_employment,MD,3,Wrong-spec,wrong_spec,0.7567116096750434,0.7176519653842144,0.10038717760053412,0.07315612577871511,0.13741105794906616,0.15654009580612183,0.9641900062561035,0.8522001504898071,0.8276339173316956,0.9477845430374146
acs_age,acs_employment,MD,4,ERM,erm,0.7589447623172959,0.7187988739443228,0.10673835205358331,0.06938203874961468,0.13842427730560303,0.1367257833480835,0.28090590238571167,0.252345472574234,0.6699974238872528,0.29698845744132996
acs_age,acs_employment,MD,4,Global score guard,score_only,0.7526655580732737,0.7172349077259931,0.013293071118311961,0.016317773720832762,0.0306473970413208,0.046348512172698975,0.22475853562355042,0.21926558017730713,0.12260348349809647,0.2556544542312622
acs_age,acs_employment,MD,4,Global + boundary score guards,no_interaction,0.7530058070252942,0.7176519653842144,0.02249048809343296,0.016159997623619304,0.06600141525268555,0.04958063364028931,0.22248125076293945,0.21483610570430756,0.13043666630983353,0.25119271874427795
acs_age,acs_employment,MD,4,Score guards + global interaction,score_guard_global_interaction,0.7435662099562134,0.7137941820456678,0.0031600959704361498,0.00010189706278362909,0.04034930467605591,0.025665283203125,0.03818092495203018,0.02893991582095623,0.026044191792607307,0.0405464693903923
acs_age,acs_employment,MD,4,Final interaction steering,repair_direct,0.7406072706907887,0.7085809613179022,0.011906146098932702,0.020508823043880797,0.02717834711074829,0.013043522834777832,0.03463556617498398,0.030201362445950508,0.03523951210081577,0.03695118427276611
acs_age,acs_employment,MD,4,Wrong-spec,wrong_spec,0.74963638582199,0.7119174225836722,0.1556223494963025,0.09819650720729978,0.17859387397766113,0.15493011474609375,0.44298434257507324,0.49058133363723755,0.7740432024002075,0.4541373550891876
acs_age,acs_employment,MD,5,ERM,erm,0.7596764302951002,0.7162965279949953,0.06774348365434016,0.05021041682594429,0.1065167784690857,0.13341456651687622,0.2985552251338959,0.2526371479034424,0.6396728456020355,0.30033352971076965
acs_age,acs_employment,MD,5,Global score guard,score_only,0.7509591184979909,0.7140027108747784,0.06700761578023337,0.047818209796434696,0.01552194356918335,0.02508312463760376,0.19840219616889954,0.17246319353580475,0.02559978887438774,0.2202935665845871
acs_age,acs_employment,MD,5,Global + boundary score guards,no_interaction,0.7512166623307887,0.7136899176311124,0.0361318690238526,0.02795838704132325,0.01099395751953125,0.026927053928375244,0.18886983394622803,0.1654495894908905,0.029115596786141396,0.2100919485092163
acs_age,acs_employment,MD,5,Score guards + global interaction,score_guard_global_interaction,0.7528348815865908,0.7203628401626525,0.012678480838244188,0.024906953494521433,0.06284356117248535,0.04187577962875366,0.04384157061576843,0.03124970756471157,0.0953829437494278,0.04590088874101639
acs_age,acs_employment,MD,5,Final interaction steering,repair_direct,0.7515039790911207,0.7166093212386613,0.014788264295695325,0.012680766850268088,0.048436880111694336,0.03796261548995972,0.043171875178813934,0.029836665838956833,0.07283172756433487,0.04534795880317688
acs_age,acs_employment,MD,5,Wrong-spec,wrong_spec,0.7519825199732634,0.7118131581691168,0.12389325276482871,0.06461272055174883,0.14374297857284546,0.13678067922592163,0.38199692964553833,0.40943604707717896,0.674924910068512,0.3747406005859375
acs_age,acs_employment,MD,6,ERM,erm,0.7545975029736312,0.7196329892607654,0.06287341025919174,0.03666565540629052,0.09933823347091675,0.1320820450782776,0.3200715184211731,0.2719477117061615,0.6687696278095245,0.3248531222343445
acs_age,acs_employment,MD,6,Global score guard,score_only,0.7465960229776516,0.7142112397038891,0.07267888944950865,0.06357901928520615,0.024000167846679688,0.021448612213134766,0.24160432815551758,0.2220294028520584,0.018547870218753815,0.26215267181396484
acs_age,acs_employment,MD,6,Global + boundary score guards,no_interaction,0.7467646828361658,0.7159837347513294,0.030204390375965062,0.020818288197520074,0.018731415271759033,0.024626553058624268,0.2359999120235443,0.21646413207054138,0.025446653366088867,0.25774556398391724
acs_age,acs_employment,MD,6,Score guards + global interaction,score_guard_global_interaction,0.7417394200151332,0.7147325617766657,0.032491755581072534,0.03589661867319072,0.011209726333618164,0.013946831226348877,0.04262205958366394,0.03162146732211113,0.03201514668762684,0.04529080539941788
acs_age,acs_employment,MD,6,Final interaction steering,repair_direct,0.7415934388431573,0.71619226358044,0.03101044037607653,0.03349649849065739,0.01350945234298706,0.013396263122558594,0.04213281720876694,0.029942506924271584,0.031823428347706795,0.045198068022727966
acs_age,acs_employment,MD,6,Wrong-spec,wrong_spec,0.7501983870167517,0.7117088937545616,0.18364331834177122,0.11464795234382719,0.20249366760253906,0.16027379035949707,0.5001513957977295,0.5275825262069702,0.7831727564334869,0.5127237439155579
acs_age,acs_employment,MD,7,ERM,erm,0.7527761366942156,0.7110833072672297,0.07298340277405158,0.05543334130329869,0.10972380638122559,0.13272231817245483,0.2580088675022125,0.23707157373428345,0.6323583126068115,0.2781945466995239
acs_age,acs_employment,MD,7,Global score guard,score_only,0.7402002214501654,0.7088937545615681,0.09327819513200902,0.06279391276442714,0.03967410326004028,0.007496833801269531,0.20182256400585175,0.19443628191947937,0.07448913156986237,0.2190808206796646
acs_age,acs_employment,MD,7,Global + boundary score guards,no_interaction,0.7409832654635689,0.7092065478052341,0.04468964553896515,0.029794116802034365,0.0023224353790283203,0.015707850456237793,0.18449904024600983,0.18181255459785461,0.04984750598669052,0.20050281286239624
acs_age,acs_employment,MD,7,Score guards + global interaction,score_guard_global_interaction,0.737760214471263,0.7095193410489,0.03763803579555111,0.009891928243041415,0.014328360557556152,0.014401555061340332,0.03811723738908768,0.030843233689665794,0.05541900545358658,0.03757436200976372
acs_age,acs_employment,MD,7,Final interaction steering,repair_direct,0.7399869365273223,0.7109790428526744,0.019864707889226174,0.006070849259061095,0.03481554985046387,0.023041188716888428,0.03761684522032738,0.02972886525094509,0.04347631521522999,0.03866176679730415
acs_age,acs_employment,MD,7,Wrong-spec,wrong_spec,0.7398159653193224,0.7069127306850173,0.16088542413104862,0.0959690155015015,0.1769864559173584,0.16153711080551147,0.4143960475921631,0.5518248677253723,0.816458523273468,0.41423875093460083
acs_age,acs_employment,MD,8,ERM,erm,0.750561589271091,0.7072255239286831,0.06689812228528041,0.044357118404630524,0.10074806213378906,0.12534743547439575,0.284728467464447,0.25598955154418945,0.6445607542991638,0.2925112843513489
acs_age,acs_employment,MD,8,Global score guard,score_only,0.7412242636955925,0.7034720050046919,0.02168733971972453,0.02507775585902028,0.018212080001831055,0.017732679843902588,0.22629493474960327,0.19480958580970764,0.011098024435341358,0.24974286556243896
acs_age,acs_employment,MD,8,Global + boundary score guards,no_interaction,0.7341202509548848,0.7006568658116985,0.05206009513873383,0.04829872079620434,0.009828805923461914,0.012951374053955078,0.09855271130800247,0.11809033900499344,0.016032414510846138,0.10320272296667099
acs_age,acs_employment,MD,8,Score guards + global interaction,score_guard_global_interaction,0.7339670611186712,0.7024293608591388,0.015339609337960025,0.01612554497276175,0.026567280292510986,0.012242674827575684,0.037979356944561005,0.02981976605951786,0.019100049510598183,0.03990006446838379
acs_age,acs_employment,MD,8,Final interaction steering,repair_direct,0.7338410811293739,0.7039933270774684,0.020967512199152716,0.019158473915569352,0.022431135177612305,0.01211857795715332,0.037704795598983765,0.02849115990102291,0.019966987892985344,0.03958570584654808
acs_age,acs_employment,MD,8,Wrong-spec,wrong_spec,0.7404477646916239,0.7024293608591388,0.14935884967945645,0.08661043377226585,0.16577929258346558,0.13597363233566284,0.35582980513572693,0.43077701330184937,0.695931613445282,0.35734647512435913
acs_age,acs_employment,MD,9,ERM,erm,0.7531266379687074,0.7117088937545616,0.1006210423002592,0.07462614612890983,0.13402581214904785,0.13796311616897583,0.31724032759666443,0.2627091109752655,0.676667183637619,0.3330608308315277
acs_age,acs_employment,MD,9,Global score guard,score_only,0.7441725158302267,0.7097278698780106,0.022270001194820255,0.02202936583261217,0.01955103874206543,0.02556288242340088,0.24453561007976532,0.2242373526096344,0.0314989909529686,0.2662751078605652
acs_age,acs_employment,MD,9,Global + boundary score guards,no_interaction,0.74462487667463,0.7088937545615681,0.05515787839834574,0.04189405822035375,0.007168769836425781,0.026331543922424316,0.1901930570602417,0.1874898374080658,0.0322867501527071,0.20315775275230408
acs_age,acs_employment,MD,9,Score guards + global interaction,score_guard_global_interaction,0.7374396005475472,0.7082681680742363,0.01922082971678543,0.014754865128219885,0.026067078113555908,0.020406723022460938,0.03698185086250305,0.03273341804742813,0.006332386285066605,0.04041771590709686
acs_age,acs_employment,MD,9,Final interaction steering,repair_direct,0.7370655509698788,0.7096236054634554,0.001663115475616317,0.0010659625827168506,0.04229533672332764,0.02022850513458252,0.03672977164387703,0.029692789539694786,0.005774315446615219,0.04004674777388573
acs_age,acs_employment,MD,9,Wrong-spec,wrong_spec,0.7427969653857793,0.7069127306850173,0.14101136208324322,0.08043951356265733,0.15979444980621338,0.13885480165481567,0.40253376960754395,0.4592030942440033,0.6645393073558807,0.40834176540374756
