"source_state","target_state","metric_group","metric","direction","model","n","mean","std","sk_esd_group","package","package_version"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_mean","lower","reweight",120,0.0408479895471828,0.0275945736396845,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_mean","lower","blind",120,0.0413620174217309,0.0247511968926321,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_mean","lower","repair_main0",120,0.0428663223593806,0.0232790300826631,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_mean","lower","erm",120,0.0435470928806656,0.0222676233505684,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_mean","lower","repair_main05",120,0.0440259225356082,0.0270990177725281,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_mean","lower","adv",120,0.0471170893113595,0.027843254922114,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_mean","lower","score_only",120,0.0492074661655352,0.0279589309982678,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_mean","lower","no_interaction",120,0.0493158106847356,0.0250217430167619,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_mean","lower","wrong_spec",120,0.133592444006354,0.0481446674986092,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_max","lower","reweight",120,0.0564844180092526,0.039344144197072,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_max","lower","blind",120,0.0582460698128367,0.0339896024667687,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_max","lower","repair_main05",120,0.0602900860520701,0.037342557603654,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_max","lower","erm",120,0.0605205977646013,0.0295336587458636,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_max","lower","repair_main0",120,0.0609594878119727,0.0334896922019197,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_max","lower","score_only",120,0.0673696173587814,0.0363414923862544,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_max","lower","adv",120,0.0685990859599163,0.0426146873338072,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_max","lower","no_interaction",120,0.0686467598813276,0.0364923063663732,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_score_gap_cond_max","lower","wrong_spec",120,0.159828411849837,0.0501951932152867,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_mean","lower","repair_main05",120,0.0491980717051774,0.0133737332542612,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_mean","lower","repair_main0",120,0.0518213760418197,0.0180042487978441,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_mean","lower","no_interaction",120,0.173073591229816,0.0496381490004148,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_mean","lower","score_only",120,0.21567744097362,0.0626207774626917,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_mean","lower","blind",120,0.220906852434079,0.074039475758584,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_mean","lower","adv",120,0.254570466279984,0.0755151429516582,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_mean","lower","reweight",120,0.267200018838048,0.0833153625443941,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_mean","lower","erm",120,0.287114220733444,0.0693544398204743,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_mean","lower","wrong_spec",120,0.623263915876548,0.115520748927726,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_max","lower","repair_main05",120,0.112774789271255,0.0461198059733799,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_max","lower","repair_main0",120,0.116861151469251,0.0511560244103518,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_max","lower","no_interaction",120,0.391091522574425,0.136000260230736,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_max","lower","blind",120,0.496293226008614,0.202356220952013,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_max","lower","score_only",120,0.526626484220227,0.171244666373045,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_max","lower","adv",120,0.581883897135655,0.200399229753365,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_max","lower","reweight",120,0.603690212716659,0.209284568749408,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_max","lower","erm",120,0.665141795078913,0.240298031478605,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_boundary_proxy_effect_gap_max","lower","wrong_spec",120,0.94681164547801,0.211250660584754,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_mean","lower","repair_main05",120,0.292154043292006,0.0889442466464434,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_mean","lower","repair_main0",120,0.305074939380089,0.0933018448531141,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_mean","lower","no_interaction",120,0.363555242990454,0.102103645713708,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_mean","lower","score_only",120,0.409130302568277,0.111136201200033,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_mean","lower","reweight",120,0.529397293801109,0.279822648547198,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_mean","lower","blind",120,0.540741711730758,0.165125524985084,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_mean","lower","adv",120,0.847445371250311,0.308245664778251,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_mean","lower","erm",120,0.879767907659213,0.180338411712364,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_mean","lower","wrong_spec",120,1.14386192808549,0.30285547352349,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_max","lower","repair_main05",120,0.910374853014946,0.441977454230349,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_max","lower","repair_main0",120,0.947686840593815,0.473650036990815,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_max","lower","no_interaction",120,1.05632177814841,0.546040226745926,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_max","lower","score_only",120,1.13502374937137,0.554453079197918,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_max","lower","blind",120,1.54548360308011,0.804879267178155,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_max","lower","reweight",120,1.73452712123593,1.51339305191089,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_max","lower","erm",120,1.94707754850388,0.681610265743022,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_max","lower","adv",120,2.2392052864035,1.69321432156551,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_score_gap_max","lower","wrong_spec",120,2.36305485268434,2.16292354259161,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_mean","lower","repair_main05",120,0.0794360217327873,0.0167671281469667,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_mean","lower","repair_main0",120,0.0880143911888202,0.020377120045942,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_mean","lower","no_interaction",120,0.206901568608979,0.0422297381867378,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_mean","lower","score_only",120,0.230893037716548,0.0469826226730797,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_mean","lower","blind",120,0.259468903144201,0.0419588669050536,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_mean","lower","reweight",120,0.271155268574754,0.0759164919173964,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_mean","lower","adv",120,0.29315729389588,0.0580362673729756,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_mean","lower","erm",120,0.325860671574871,0.0427665382053461,7,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_mean","lower","wrong_spec",120,0.564460028459628,0.103406274524337,8,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_max","lower","repair_main05",120,0.432684283082684,0.15783468938785,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_max","lower","repair_main0",120,0.493722037722667,0.172524406427136,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_max","lower","no_interaction",120,0.908753321816524,0.246273133388936,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_max","lower","score_only",120,1.00287945518891,0.26426751871934,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_max","lower","wrong_spec",120,1.13046560039123,0.278066357786782,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_max","lower","reweight",120,1.14777950619658,0.464245603781927,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_max","lower","adv",120,1.21716787219048,0.306321286017643,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_max","lower","blind",120,1.23841915229956,0.419031129178326,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_slice_proxy_effect_gap_max","lower","erm",120,1.33020505408446,0.351307271334279,7,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_amount","lower","repair_main05",120,0.00322592673376979,0.00156201388758704,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_amount","lower","repair_main0",120,0.00564868435418854,0.00190373032401474,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_amount","lower","no_interaction",120,0.11957021659861,0.035319804676159,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_amount","lower","score_only",120,0.156366946175694,0.046931718961087,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_amount","lower","adv",120,0.26988462669154,0.0865574575280887,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_amount","lower","reweight",120,0.277925873609881,0.1720150778678,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_amount","lower","erm",120,0.319695925464233,0.0955256116060571,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_amount","lower","wrong_spec",120,0.692449514816205,0.182797177482012,7,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_amount","lower","repair_main05",120,0.00879197048100953,0.00407029959173843,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_amount","lower","repair_main0",120,0.0151297826122027,0.00492106934021936,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_amount","lower","no_interaction",120,0.326598544331888,0.11771956492809,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_amount","lower","score_only",120,0.407697830100854,0.129717265396642,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_amount","lower","adv",120,0.711286419605215,0.23231157238487,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_amount","lower","reweight",120,0.719360334699352,0.453056167136422,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_amount","lower","erm",120,0.836776427552104,0.248749169308947,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_amount","lower","wrong_spec",120,1.08225300262372,0.267694067052624,7,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_amount","lower","repair_main05",120,0.0345233024893484,0.0222434583251546,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_amount","lower","repair_main0",120,0.0400480467670908,0.0281645538100067,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_amount","lower","no_interaction",120,0.0885104812953311,0.0590333928718336,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_amount","lower","score_only",120,0.114419275382534,0.0774192925401744,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_amount","lower","blind",120,0.186549336703805,0.130034981676598,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_amount","lower","adv",120,0.227633331669495,0.185375149271003,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_amount","lower","reweight",120,0.259015761424477,0.243339463197063,7,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_amount","lower","erm",120,0.268985990729804,0.179287369496503,7,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_amount","lower","wrong_spec",120,0.649548618930082,0.221978302587664,8,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_amount","lower","repair_main05",120,0.0462188157524603,0.0279050677423879,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_amount","lower","repair_main0",120,0.0527140260053178,0.034104288742845,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_amount","lower","no_interaction",120,0.109522678625459,0.0668250810692794,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_amount","lower","score_only",120,0.144376172466824,0.087157158644431,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_amount","lower","blind",120,0.247731870164474,0.154530467454118,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_amount","lower","adv",120,0.281609629094601,0.217446578770532,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_amount","lower","reweight",120,0.307408796468129,0.271910705496911,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_amount","lower","erm",120,0.335747811819116,0.207662285777938,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_amount","lower","wrong_spec",120,0.675710076714555,0.224649533271407,7,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_to_value_ratio","lower","repair_main05",120,0.00514733883125397,0.00222479554396279,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_to_value_ratio","lower","repair_main0",120,0.00821129240212031,0.00248083187103547,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_to_value_ratio","lower","no_interaction",120,0.213753443211317,0.0797135316578848,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_to_value_ratio","lower","score_only",120,0.228872254615029,0.0862972428663153,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_to_value_ratio","lower","reweight",120,0.314444173189501,0.151594660780035,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_to_value_ratio","lower","adv",120,0.327279768511653,0.0892683980371251,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_to_value_ratio","lower","erm",120,0.399516220142444,0.0840672396163689,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__loan_to_value_ratio","lower","wrong_spec",120,0.733737107366323,0.208160310578124,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_to_value_ratio","lower","repair_main05",120,0.0131611160646814,0.00564436697653665,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_to_value_ratio","lower","repair_main0",120,0.0212577771022916,0.00623385528891643,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_to_value_ratio","lower","no_interaction",120,0.52489545053492,0.189279144725147,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_to_value_ratio","lower","score_only",120,0.548261177546034,0.18499656595775,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_to_value_ratio","lower","reweight",120,0.785871495952209,0.392288839662675,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_to_value_ratio","lower","adv",120,0.799619014523923,0.20760840181449,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_to_value_ratio","lower","erm",120,0.999166837185621,0.190536597042181,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__loan_to_value_ratio","lower","wrong_spec",120,1.13018843963742,0.338690521139067,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_to_value_ratio","lower","repair_main0",120,0.0556451578314106,0.034772292064483,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_to_value_ratio","lower","repair_main05",120,0.0587499956289927,0.0335545540623001,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_to_value_ratio","lower","blind",120,0.427207993964354,0.110315757148098,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_to_value_ratio","lower","no_interaction",120,0.487152035348117,0.147624136369837,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_to_value_ratio","lower","reweight",120,0.515271315847834,0.170309741476296,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_to_value_ratio","lower","score_only",120,0.538158028945327,0.158008389973064,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_to_value_ratio","lower","adv",120,0.589270455514391,0.149691250747342,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_to_value_ratio","lower","erm",120,0.63546982742846,0.149980468332713,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__loan_to_value_ratio","lower","wrong_spec",120,0.651988587652644,0.318991861072464,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_to_value_ratio","lower","repair_main0",120,0.0761339873075485,0.0504068770042554,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_to_value_ratio","lower","repair_main05",120,0.0819300264120102,0.047215783491486,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_to_value_ratio","lower","blind",120,0.596641503771146,0.129761495055976,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_to_value_ratio","lower","no_interaction",120,0.626880700389544,0.162469524677729,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_to_value_ratio","lower","score_only",120,0.666881600022316,0.167763291292627,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_to_value_ratio","lower","reweight",120,0.675665264576674,0.222960669681515,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_to_value_ratio","lower","wrong_spec",120,0.711420954763889,0.349135835046733,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_to_value_ratio","lower","adv",120,0.761265070736408,0.171174187788304,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__loan_to_value_ratio","lower","erm",120,0.794234403471152,0.169208325163375,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__property_value","lower","repair_main05",120,0.0031670697091613,0.00157027950931535,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__property_value","lower","repair_main0",120,0.00576158361509442,0.00203687817454656,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__property_value","lower","no_interaction",120,0.124242589063942,0.0398258258042741,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__property_value","lower","score_only",120,0.152714591473341,0.0485302426039944,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__property_value","lower","reweight",120,0.240541567839682,0.1260287999027,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__property_value","lower","adv",120,0.253822880238295,0.0822419220165281,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__property_value","lower","erm",120,0.284530463442206,0.0778899019014847,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_mean__property_value","lower","wrong_spec",120,0.672210195660591,0.187388752264602,7,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__property_value","lower","repair_main05",120,0.00849376792786643,0.00408490119897204,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__property_value","lower","repair_main0",120,0.0152751047265095,0.0052083286249977,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__property_value","lower","no_interaction",120,0.32739393370226,0.114107280286854,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__property_value","lower","score_only",120,0.403865175818404,0.144205447153756,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__property_value","lower","reweight",120,0.618577674397578,0.327817707227057,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__property_value","lower","adv",120,0.670762850604951,0.241575976425183,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__property_value","lower","erm",120,0.76328429578493,0.225681837490347,6,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_pair_abs_q95__property_value","lower","wrong_spec",120,1.0493401641647,0.296373256937934,7,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__property_value","lower","repair_main05",120,0.0303967439957584,0.0218396142118768,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__property_value","lower","repair_main0",120,0.0334612450717638,0.021693664682914,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__property_value","lower","score_only",120,0.181772143820611,0.113180780507444,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__property_value","lower","no_interaction",120,0.183251265793418,0.0930640140203427,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__property_value","lower","reweight",120,0.212067112543931,0.135746655548415,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__property_value","lower","blind",120,0.217854370021572,0.121998941690382,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__property_value","lower","adv",120,0.231955072066436,0.173285572053468,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__property_value","lower","erm",120,0.283951821054022,0.18929463868843,4,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_cond__property_value","lower","wrong_spec",120,0.639067827537656,0.216627748869642,5,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__property_value","lower","repair_main05",120,0.0418571415667733,0.028873630612738,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__property_value","lower","repair_main0",120,0.0464137393049896,0.0300417405827347,1,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__property_value","lower","score_only",120,0.21739033513392,0.130134231581631,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__property_value","lower","no_interaction",120,0.219520227331668,0.105832567266185,2,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__property_value","lower","reweight",120,0.268174047768116,0.158449060382831,3,"ScottKnottESD","2.0.3"
"ALL","ALL","mechanism","mechanism_proxy_effect_gap_max__property_value","lower","blind",120,0.293193786280851,0.143069811777834,4,"ScottKnottESD","2.0.3"
