experiment,dataset,state,seed,model,feature,metric,value,panel,panel_title,model_label,feature_label,feature_order,model_order
hmda_race,hmda,OH,0,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.544208288192749,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,1,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.4467898607254028,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,2,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.4190376400947571,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,3,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3739141523838043,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,4,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.4209755659103393,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,5,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3907580077648163,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,6,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.4514616727828979,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,7,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.5054517388343811,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,8,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3068830370903015,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,9,erm,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3055262565612793,hmda_oh,HMDA-OH Race,ERM,LTV,0,0
hmda_race,hmda,OH,0,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.6726535558700562,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,1,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.8884731531143188,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,2,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.6850731372833252,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,3,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.5379544496536255,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,4,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,1.1351851224899292,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,5,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.5377741456031799,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,6,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.728826105594635,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,7,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.9863142967224121,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,8,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.6588360667228699,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,9,fairsmote,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.8875629305839539,hmda_oh,HMDA-OH Race,Fair-SMOTE,LTV,0,1
hmda_race,hmda,OH,0,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3140032291412353,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,1,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3643562197685241,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,2,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.2958769798278808,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,3,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.1609519124031067,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,4,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0882099643349647,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,5,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.1567962318658828,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,6,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.2812162637710571,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,7,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3677674233913421,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,8,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.192057654261589,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,9,score_only,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3177521824836731,hmda_oh,HMDA-OH Race,Score-gap,LTV,0,2
hmda_race,hmda,OH,0,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3285663723945617,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,1,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3373698592185974,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,2,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.2536669075489044,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,3,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.1822994649410247,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,4,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0962202101945877,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,5,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.1813961565494537,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,6,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3111175298690796,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,7,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.270866185426712,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,8,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.2586616277694702,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,9,no_interaction,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.3458290696144104,hmda_oh,HMDA-OH Race,No-interaction,LTV,0,3
hmda_race,hmda,OH,0,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0034709852188825,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,1,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0046861357986927,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,2,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.006395342759788,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,3,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0066745784133672,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,4,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0054768030531704,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,5,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0143875926733016,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,6,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0023078336380422,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,7,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0021435231901705,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,8,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0099141784012317,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,9,steering,loan_to_value_ratio,pair_abs_mean__loan_to_value_ratio,0.0037788983900099,hmda_oh,HMDA-OH Race,"Interaction
steering",LTV,0,4
hmda_race,hmda,OH,0,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2836170196533203,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,1,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.3765708804130554,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,2,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.3992319107055664,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,3,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2948795557022095,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,4,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.38597172498703,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,5,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.3801059126853943,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,6,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.500383734703064,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,7,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2874817848205566,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,8,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2924692630767822,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,9,erm,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2844293117523193,hmda_oh,HMDA-OH Race,ERM,DTI,1,0
hmda_race,hmda,OH,0,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.7038925886154175,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,1,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.8185637593269348,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,2,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,1.074030876159668,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,3,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.8500967621803284,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,4,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,1.0386569499969482,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,5,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.6443766355514526,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,6,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,1.1242214441299438,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,7,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.9045284986495972,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,8,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.9994798898696899,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,9,fairsmote,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,1.1715185642242432,hmda_oh,HMDA-OH Race,Fair-SMOTE,DTI,1,1
hmda_race,hmda,OH,0,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2164770364761352,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,1,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1981647163629531,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,2,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2345426380634308,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,3,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1517213433980941,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,4,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2105933576822281,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,5,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1306902468204498,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,6,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.3011514842510223,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,7,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1216401681303978,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,8,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2562364935874939,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,9,score_only,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2140375822782516,hmda_oh,HMDA-OH Race,Score-gap,DTI,1,2
hmda_race,hmda,OH,0,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1945054829120636,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,1,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1678247153759002,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,2,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1396151930093765,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,3,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1877329349517822,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,4,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2332443743944168,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,5,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1450476497411728,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,6,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.2249846458435058,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,7,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1138929352164268,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,8,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1336091607809066,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,9,no_interaction,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.1827259063720703,hmda_oh,HMDA-OH Race,No-interaction,DTI,1,3
hmda_race,hmda,OH,0,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.0052621876820921,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,1,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.0027944918256253,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,2,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.0078163286671042,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,3,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.0078634638339281,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,4,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.0055122263729572,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,5,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.0150449108332395,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,6,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.0054578497074544,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,7,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.0019098724005743,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,8,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.0088380388915538,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,9,steering,debt_to_income_ratio,pair_abs_mean__debt_to_income_ratio,0.005535356234759,hmda_oh,HMDA-OH Race,"Interaction
steering",DTI,1,4
hmda_race,hmda,OH,0,erm,loan_amount,pair_abs_mean__loan_amount,0.3280311226844787,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,1,erm,loan_amount,pair_abs_mean__loan_amount,0.4571933448314667,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,2,erm,loan_amount,pair_abs_mean__loan_amount,0.3803934156894684,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,3,erm,loan_amount,pair_abs_mean__loan_amount,0.241672858595848,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,4,erm,loan_amount,pair_abs_mean__loan_amount,0.3238818645477295,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,5,erm,loan_amount,pair_abs_mean__loan_amount,0.2928245365619659,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,6,erm,loan_amount,pair_abs_mean__loan_amount,0.4124479293823242,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,7,erm,loan_amount,pair_abs_mean__loan_amount,0.2775623202323913,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,8,erm,loan_amount,pair_abs_mean__loan_amount,0.3237681090831756,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,9,erm,loan_amount,pair_abs_mean__loan_amount,0.2773565948009491,hmda_oh,HMDA-OH Race,ERM,Loan amt.,2,0
hmda_race,hmda,OH,0,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.2715049386024475,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,1,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.5052912831306458,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,2,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.5405895709991455,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,3,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.260343462228775,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,4,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.9703559875488281,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,5,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.24835854768753052,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,6,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.3946544826030731,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,7,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.7504080533981323,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,8,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.46782386302948,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,9,fairsmote,loan_amount,pair_abs_mean__loan_amount,0.47568613290786743,hmda_oh,HMDA-OH Race,Fair-SMOTE,Loan amt.,2,1
hmda_race,hmda,OH,0,score_only,loan_amount,pair_abs_mean__loan_amount,0.1108049228787422,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,1,score_only,loan_amount,pair_abs_mean__loan_amount,0.1901910156011581,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,2,score_only,loan_amount,pair_abs_mean__loan_amount,0.1825804114341735,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,3,score_only,loan_amount,pair_abs_mean__loan_amount,0.1301514357328415,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,4,score_only,loan_amount,pair_abs_mean__loan_amount,0.1337664723396301,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,5,score_only,loan_amount,pair_abs_mean__loan_amount,0.1058020666241645,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,6,score_only,loan_amount,pair_abs_mean__loan_amount,0.2461268752813339,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,7,score_only,loan_amount,pair_abs_mean__loan_amount,0.165902554988861,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,8,score_only,loan_amount,pair_abs_mean__loan_amount,0.2162997126579284,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,9,score_only,loan_amount,pair_abs_mean__loan_amount,0.1526916176080703,hmda_oh,HMDA-OH Race,Score-gap,Loan amt.,2,2
hmda_race,hmda,OH,0,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.1212036311626434,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,1,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.1834479868412017,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,2,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.1079150289297103,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,3,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.1280935406684875,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,4,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.09731125831604,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,5,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.1028695851564407,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,6,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.1331105828285217,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,7,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.1153629571199417,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,8,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.1111956909298896,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,9,no_interaction,loan_amount,pair_abs_mean__loan_amount,0.1285018324851989,hmda_oh,HMDA-OH Race,No-interaction,Loan amt.,2,3
hmda_race,hmda,OH,0,steering,loan_amount,pair_abs_mean__loan_amount,0.0017745540244504,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,1,steering,loan_amount,pair_abs_mean__loan_amount,0.0019911173731088,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,2,steering,loan_amount,pair_abs_mean__loan_amount,0.0040981182828545,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,3,steering,loan_amount,pair_abs_mean__loan_amount,0.0029417653568089,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,4,steering,loan_amount,pair_abs_mean__loan_amount,0.003874902613461,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,5,steering,loan_amount,pair_abs_mean__loan_amount,0.0035671419464051,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,6,steering,loan_amount,pair_abs_mean__loan_amount,0.0016419667517766,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,7,steering,loan_amount,pair_abs_mean__loan_amount,0.0015457369154319,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,8,steering,loan_amount,pair_abs_mean__loan_amount,0.002611136296764,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,9,steering,loan_amount,pair_abs_mean__loan_amount,0.0030643194913864,hmda_oh,HMDA-OH Race,"Interaction
steering",Loan amt.,2,4
hmda_race,hmda,OH,0,erm,property_value,pair_abs_mean__property_value,0.1982575058937072,hmda_oh,HMDA-OH Race,ERM,Property value,3,0
hmda_race,hmda,OH,1,erm,property_value,pair_abs_mean__property_value,0.3652851581573486,hmda_oh,HMDA-OH Race,ERM,Property value,3,0
hmda_race,hmda,OH,2,erm,property_value,pair_abs_mean__property_value,0.3186861574649811,hmda_oh,HMDA-OH Race,ERM,Property value,3,0
hmda_race,hmda,OH,3,erm,property_value,pair_abs_mean__property_value,0.240495353937149,hmda_oh,HMDA-OH Race,ERM,Property value,3,0
hmda_race,hmda,OH,4,erm,property_value,pair_abs_mean__property_value,0.2731327712535858,hmda_oh,HMDA-OH Race,ERM,Property value,3,0
hmda_race,hmda,OH,5,erm,property_value,pair_abs_mean__property_value,0.3160748481750488,hmda_oh,HMDA-OH Race,ERM,Property value,3,0
hmda_race,hmda,OH,6,erm,property_value,pair_abs_mean__property_value,0.4559217691421509,hmda_oh,HMDA-OH Race,ERM,Property value,3,0
hmda_race,hmda,OH,7,erm,property_value,pair_abs_mean__property_value,0.2356312423944473,hmda_oh,HMDA-OH Race,ERM,Property value,3,0
